,hora,Id_tag,Id_Ant,RSSI,Ang_azimuth,Ang_elevacion,Canal,Altura_ant(cm),Distancia_entre_ant_tag(cm),Error_dato_medido,Distancia_entre_ant
0,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-62,10,-50,38,170,45,1,120
1,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,10,-50,39,170,45,1,120
2,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-57,10,-50,37,170,45,1,120
3,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,10,-50,39,170,45,1,120
4,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-57,10,-50,37,170,45,1,120
5,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-62,10,-50,38,170,45,1,120
6,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-57,10,-50,37,170,45,1,120
7,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-62,10,-50,38,170,45,1,120
8,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-57,10,-50,37,170,45,1,120
9,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-62,10,-50,38,170,45,1,120
10,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,10,-50,39,170,45,1,120
11,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,2,-34,39,170,45,1,120
12,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,2,-34,37,170,45,1,120
13,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,2,-34,39,170,45,1,120
14,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,2,-34,37,170,45,1,120
15,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,2,-34,38,170,45,1,120
16,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,2,-36,37,170,45,1,120
17,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,2,-36,39,170,45,1,120
18,2022/12/08/ 22:21:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,2,-52,37,170,45,1,120
