Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visi�n libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medici�n
2022/09/20/ 00:41:11,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-2,1,0,38,1,134,110,130,0
2022/09/20/ 00:41:11,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-2,1,0,39,1,134,110,130,0
2022/09/20/ 00:41:12,+UUDF:CCF957966B2C,:CCF957966B2C,-64,-2,1,0,37,1,134,110,130,0
2022/09/20/ 00:41:12,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-2,1,0,38,1,134,110,130,0
2022/09/20/ 00:41:13,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-1,2,0,39,1,134,110,130,0
2022/09/20/ 00:41:14,+UUDF:CCF957966B2C,:CCF957966B2C,-63,-1,2,0,37,1,134,110,130,0
2022/09/20/ 00:41:14,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-1,2,0,39,1,134,110,130,0
2022/09/20/ 00:41:15,+UUDF:CCF957966B2C,:CCF957966B2C,-63,-1,2,0,37,1,134,110,130,0
2022/09/20/ 00:41:15,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-1,2,0,38,1,134,110,130,0
2022/09/20/ 00:41:15,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-1,2,0,39,1,134,110,130,0
2022/09/20/ 00:41:16,+UUDF:CCF957966B2C,:CCF957966B2C,-63,-1,2,0,37,1,134,110,130,0
2022/09/20/ 00:41:16,+UUDF:CCF957966B2C,:CCF957966B2C,-57,-1,2,0,38,1,134,110,130,0
2022/09/20/ 00:41:17,+UUDF:CCF957966B2C,:CCF957966B2C,-63,-2,1,0,37,1,134,110,130,0
2022/09/20/ 00:41:18,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-2,1,0,38,1,134,110,130,0
2022/09/20/ 00:41:18,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-2,1,0,39,1,134,110,130,0
2022/09/20/ 00:41:19,+UUDF:CCF957966B2C,:CCF957966B2C,-63,-2,1,0,37,1,134,110,130,0
2022/09/20/ 00:41:19,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-2,1,0,38,1,134,110,130,0
2022/09/20/ 00:41:19,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-2,1,0,39,1,134,110,130,0
2022/09/20/ 00:41:20,+UUDF:CCF957966B2C,:CCF957966B2C,-63,-2,1,0,37,1,134,110,130,0
2022/09/20/ 00:41:20,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-2,1,0,38,1,134,110,130,0
2022/09/20/ 00:41:21,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-2,1,0,39,1,134,110,130,0
2022/09/20/ 00:41:22,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-2,1,0,37,1,134,110,130,0
2022/09/20/ 00:41:22,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-2,1,0,38,1,134,110,130,0
2022/09/20/ 00:41:23,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-2,1,0,39,1,134,110,130,0
2022/09/20/ 00:41:23,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-2,1,0,37,1,134,110,130,0
2022/09/20/ 00:41:23,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-2,1,0,38,1,134,110,130,0
2022/09/20/ 00:41:24,+UUDF:CCF957966B2C,:CCF957966B2C,-51,-2,1,0,39,1,134,110,130,0
2022/09/20/ 00:41:24,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-2,1,0,37,1,134,110,130,0
