Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visi�n libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medici�n
2022/09/22/ 14:22:59,+UUDF:CCF957966B2C,:CCF957966B2C,-64,10,-2,0,38,1,134,150,100,0
2022/09/22/ 14:22:59,+UUDF:CCF957966B2C,:CCF957966B2C,-66,10,-2,0,39,1,134,150,100,0
2022/09/22/ 14:23:00,+UUDF:CCF957966B2C,:CCF957966B2C,-67,10,-2,0,37,1,134,150,100,0
2022/09/22/ 14:23:00,+UUDF:CCF957966B2C,:CCF957966B2C,-63,10,-2,0,38,1,134,150,100,0
2022/09/22/ 14:23:01,+UUDF:CCF957966B2C,:CCF957966B2C,-67,10,-2,0,37,1,134,150,100,0
2022/09/22/ 14:23:01,+UUDF:CCF957966B2C,:CCF957966B2C,-63,11,-2,0,38,1,134,150,100,0
2022/09/22/ 14:23:02,+UUDF:CCF957966B2C,:CCF957966B2C,-66,10,-2,0,39,1,134,150,100,0
2022/09/22/ 14:23:02,+UUDF:CCF957966B2C,:CCF957966B2C,-67,11,-2,0,37,1,134,150,100,0
2022/09/22/ 14:23:03,+UUDF:CCF957966B2C,:CCF957966B2C,-63,11,-2,0,38,1,134,150,100,0
2022/09/22/ 14:23:03,+UUDF:CCF957966B2C,:CCF957966B2C,-66,11,-2,0,39,1,134,150,100,0
2022/09/22/ 14:23:04,+UUDF:CCF957966B2C,:CCF957966B2C,-53,6,-7,0,39,1,134,150,100,0
2022/09/22/ 14:23:04,+UUDF:CCF957966B2C,:CCF957966B2C,-56,6,-7,0,38,1,134,150,100,0
2022/09/22/ 14:23:04,+UUDF:CCF957966B2C,:CCF957966B2C,-53,7,-7,0,39,1,134,150,100,0
2022/09/22/ 14:23:05,+UUDF:CCF957966B2C,:CCF957966B2C,-55,7,-7,0,38,1,134,150,100,0
2022/09/22/ 14:23:05,+UUDF:CCF957966B2C,:CCF957966B2C,-53,7,-7,0,39,1,134,150,100,0
2022/09/22/ 14:23:06,+UUDF:CCF957966B2C,:CCF957966B2C,-53,7,-7,0,39,1,134,150,100,0
2022/09/22/ 14:23:06,+UUDF:CCF957966B2C,:CCF957966B2C,-56,7,-8,0,38,1,134,150,100,0
2022/09/22/ 14:23:07,+UUDF:CCF957966B2C,:CCF957966B2C,-53,7,-7,0,39,1,134,150,100,0
2022/09/22/ 14:23:07,+UUDF:CCF957966B2C,:CCF957966B2C,-55,7,-8,0,38,1,134,150,100,0
2022/09/22/ 14:23:08,+UUDF:CCF957966B2C,:CCF957966B2C,-55,7,-8,0,38,1,134,150,100,0
2022/09/22/ 14:23:08,+UUDF:CCF957966B2C,:CCF957966B2C,-53,7,-8,0,39,1,134,150,100,0
2022/09/22/ 14:23:08,+UUDF:CCF957966B2C,:CCF957966B2C,-53,7,-8,0,39,1,134,150,100,0
2022/09/22/ 14:23:09,+UUDF:CCF957966B2C,:CCF957966B2C,-53,7,-7,0,39,1,134,150,100,0
2022/09/22/ 14:23:09,+UUDF:CCF957966B2C,:CCF957966B2C,-53,7,-7,0,39,1,134,150,100,0
2022/09/22/ 14:23:10,+UUDF:CCF957966B2C,:CCF957966B2C,-55,7,-8,0,38,1,134,150,100,0
2022/09/22/ 14:23:10,+UUDF:CCF957966B2C,:CCF957966B2C,-53,7,-7,0,39,1,134,150,100,0
