Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visi�n libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medici�n
2022/09/20/ 14:55:16,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-3,0,38,1,134,160,130,0
2022/09/20/ 14:55:17,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-3,0,39,1,134,160,130,0
2022/09/20/ 14:55:17,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-3,0,38,1,134,160,130,0
2022/09/20/ 14:55:18,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-2,0,37,1,134,160,130,0
2022/09/20/ 14:55:18,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-3,0,38,1,134,160,130,0
2022/09/20/ 14:55:19,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-3,0,39,1,134,160,130,0
2022/09/20/ 14:55:19,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-3,0,37,1,134,160,130,0
2022/09/20/ 14:55:20,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-3,0,39,1,134,160,130,0
2022/09/20/ 14:55:20,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-2,0,39,1,134,160,130,0
2022/09/20/ 14:55:21,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-3,0,38,1,134,160,130,0
2022/09/20/ 14:55:21,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-3,0,39,1,134,160,130,0
2022/09/20/ 14:55:22,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-3,0,37,1,134,160,130,0
2022/09/20/ 14:55:22,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-2,0,38,1,134,160,130,0
2022/09/20/ 14:55:23,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-2,0,37,1,134,160,130,0
2022/09/20/ 14:55:23,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,-2,0,38,1,134,160,130,0
2022/09/20/ 14:55:24,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-2,0,39,1,134,160,130,0
2022/09/20/ 14:55:24,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,-2,0,38,1,134,160,130,0
2022/09/20/ 14:55:25,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-3,0,38,1,134,160,130,0
2022/09/20/ 14:55:25,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-3,0,39,1,134,160,130,0
2022/09/20/ 14:55:26,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-3,0,39,1,134,160,130,0
2022/09/20/ 14:55:26,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-3,0,37,1,134,160,130,0
2022/09/20/ 14:55:26,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-3,0,38,1,134,160,130,0
2022/09/20/ 14:55:27,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-3,0,39,1,134,160,130,0
2022/09/20/ 14:55:27,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-3,0,38,1,134,160,130,0
2022/09/20/ 14:55:28,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-3,0,39,1,134,160,130,0
2022/09/20/ 14:55:28,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-3,0,37,1,134,160,130,0
2022/09/20/ 14:55:29,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-3,0,39,1,134,160,130,0
2022/09/20/ 14:55:30,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-3,0,37,1,134,160,130,0
2022/09/20/ 14:55:30,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-3,0,38,1,134,160,130,0
2022/09/20/ 14:55:31,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-3,0,39,1,134,160,130,0
2022/09/20/ 14:55:31,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-3,0,37,1,134,160,130,0
2022/09/20/ 14:55:31,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-3,0,39,1,134,160,130,0
2022/09/20/ 14:55:32,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-3,0,37,1,134,160,130,0
2022/09/20/ 14:55:32,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-3,0,37,1,134,160,130,0
2022/09/20/ 14:55:33,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-3,0,38,1,134,160,130,0
2022/09/20/ 14:55:34,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-2,0,37,1,134,160,130,0
2022/09/20/ 14:55:34,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-2,0,38,1,134,160,130,0
2022/09/20/ 14:55:35,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-2,0,37,1,134,160,130,0
2022/09/20/ 14:55:35,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-12,-2,0,39,1,134,160,130,0
2022/09/20/ 14:55:35,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-2,0,37,1,134,160,130,0
2022/09/20/ 14:55:36,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-2,0,38,1,134,160,130,0
2022/09/20/ 14:55:36,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-12,-2,0,37,1,134,160,130,0
2022/09/20/ 14:55:37,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,-2,0,38,1,134,160,130,0
