Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visi�n libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medici�n
2022/09/20/ 14:32:43,+UUDF:CCF957966B2C,:CCF957966B2C,-57,19,-3,0,39,1,134,150,130,0
2022/09/20/ 14:32:43,+UUDF:CCF957966B2C,:CCF957966B2C,-62,19,-3,0,37,1,134,150,130,0
2022/09/20/ 14:32:44,+UUDF:CCF957966B2C,:CCF957966B2C,-57,19,-3,0,39,1,134,150,130,0
2022/09/20/ 14:32:44,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-28,0,0,39,1,134,150,130,0
2022/09/20/ 14:32:44,+UUDF:CCF957966B2C,:CCF957966B2C,-62,-28,0,0,37,1,134,150,130,0
2022/09/20/ 14:32:45,+UUDF:CCF957966B2C,:CCF957966B2C,-62,-28,0,0,38,1,134,150,130,0
2022/09/20/ 14:32:45,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-28,0,0,39,1,134,150,130,0
2022/09/20/ 14:32:46,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-28,0,0,37,1,134,150,130,0
2022/09/20/ 14:32:46,+UUDF:CCF957966B2C,:CCF957966B2C,-62,-28,0,0,38,1,134,150,130,0
2022/09/20/ 14:32:47,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-28,0,0,39,1,134,150,130,0
2022/09/20/ 14:32:47,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-27,0,0,37,1,134,150,130,0
2022/09/20/ 14:32:48,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-28,0,0,39,1,134,150,130,0
2022/09/20/ 14:32:48,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-28,-1,0,39,1,134,150,130,0
