Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visión libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medición
2022/09/23/ 16:07:33,+UUDF:CCF957966B2C,:CCF957966B2C,-70,0,-43,0,38,0,134,100,100,1
2022/09/23/ 16:07:34,+UUDF:CCF957966B2C,:CCF957966B2C,-61,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:07:34,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:07:35,+UUDF:CCF957966B2C,:CCF957966B2C,-61,0,-42,0,39,0,134,100,100,1
2022/09/23/ 16:07:36,+UUDF:CCF957966B2C,:CCF957966B2C,-71,0,-42,0,37,0,134,100,100,1
2022/09/23/ 16:07:36,+UUDF:CCF957966B2C,:CCF957966B2C,-70,0,-42,0,38,0,134,100,100,1
2022/09/23/ 16:07:36,+UUDF:CCF957966B2C,:CCF957966B2C,-61,0,-42,0,39,0,134,100,100,1
2022/09/23/ 16:07:37,+UUDF:CCF957966B2C,:CCF957966B2C,-71,0,-42,0,37,0,134,100,100,1
2022/09/23/ 16:07:37,+UUDF:CCF957966B2C,:CCF957966B2C,-70,0,-42,0,38,0,134,100,100,1
2022/09/23/ 16:07:38,+UUDF:CCF957966B2C,:CCF957966B2C,-61,0,-42,0,39,0,134,100,100,1
2022/09/23/ 16:07:38,+UUDF:CCF957966B2C,:CCF957966B2C,-71,0,-42,0,37,0,134,100,100,1
2022/09/23/ 16:07:39,+UUDF:CCF957966B2C,:CCF957966B2C,-70,0,-42,0,38,0,134,100,100,1
2022/09/23/ 16:07:39,+UUDF:CCF957966B2C,:CCF957966B2C,-60,0,-44,0,39,0,134,100,100,1
2022/09/23/ 16:07:40,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-44,0,37,0,134,100,100,1
2022/09/23/ 16:07:40,+UUDF:CCF957966B2C,:CCF957966B2C,-71,0,-44,0,38,0,134,100,100,1
2022/09/23/ 16:07:41,+UUDF:CCF957966B2C,:CCF957966B2C,-60,0,-44,0,39,0,134,100,100,1
2022/09/23/ 16:07:41,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:07:42,+UUDF:CCF957966B2C,:CCF957966B2C,-71,0,-43,0,38,0,134,100,100,1
2022/09/23/ 16:07:42,+UUDF:CCF957966B2C,:CCF957966B2C,-60,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:07:43,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:07:44,+UUDF:CCF957966B2C,:CCF957966B2C,-60,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:07:44,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:07:44,+UUDF:CCF957966B2C,:CCF957966B2C,-71,0,-43,0,38,0,134,100,100,1
2022/09/23/ 16:07:45,+UUDF:CCF957966B2C,:CCF957966B2C,-60,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:07:45,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:07:46,+UUDF:CCF957966B2C,:CCF957966B2C,-60,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:07:46,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:07:47,+UUDF:CCF957966B2C,:CCF957966B2C,-71,0,-43,0,38,0,134,100,100,1
2022/09/23/ 16:07:47,+UUDF:CCF957966B2C,:CCF957966B2C,-60,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:07:48,+UUDF:CCF957966B2C,:CCF957966B2C,-70,0,-42,0,38,0,134,100,100,1
2022/09/23/ 16:07:48,+UUDF:CCF957966B2C,:CCF957966B2C,-61,0,-42,0,39,0,134,100,100,1
2022/09/23/ 16:07:49,+UUDF:CCF957966B2C,:CCF957966B2C,-73,0,-42,0,37,0,134,100,100,1
2022/09/23/ 16:07:49,+UUDF:CCF957966B2C,:CCF957966B2C,-70,0,-42,0,38,0,134,100,100,1
2022/09/23/ 16:07:50,+UUDF:CCF957966B2C,:CCF957966B2C,-61,0,-42,0,39,0,134,100,100,1
2022/09/23/ 16:07:50,+UUDF:CCF957966B2C,:CCF957966B2C,-73,0,-42,0,37,0,134,100,100,1
2022/09/23/ 16:07:51,+UUDF:CCF957966B2C,:CCF957966B2C,-70,0,-42,0,38,0,134,100,100,1
2022/09/23/ 16:07:51,+UUDF:CCF957966B2C,:CCF957966B2C,-61,0,-42,0,39,0,134,100,100,1
2022/09/23/ 16:07:52,+UUDF:CCF957966B2C,:CCF957966B2C,-73,0,-42,0,37,0,134,100,100,1
2022/09/23/ 16:07:53,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:07:53,+UUDF:CCF957966B2C,:CCF957966B2C,-71,0,-43,0,38,0,134,100,100,1
2022/09/23/ 16:07:53,+UUDF:CCF957966B2C,:CCF957966B2C,-60,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:07:54,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:07:54,+UUDF:CCF957966B2C,:CCF957966B2C,-71,0,-43,0,38,0,134,100,100,1
2022/09/23/ 16:07:55,+UUDF:CCF957966B2C,:CCF957966B2C,-60,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:07:55,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:07:56,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,38,0,134,100,100,1
2022/09/23/ 16:07:56,+UUDF:CCF957966B2C,:CCF957966B2C,-60,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:07:57,+UUDF:CCF957966B2C,:CCF957966B2C,-61,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:07:57,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:07:58,+UUDF:CCF957966B2C,:CCF957966B2C,-71,0,-43,0,38,0,134,100,100,1
2022/09/23/ 16:07:58,+UUDF:CCF957966B2C,:CCF957966B2C,-61,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:07:59,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:07:59,+UUDF:CCF957966B2C,:CCF957966B2C,-71,0,-43,0,38,0,134,100,100,1
2022/09/23/ 16:08:00,+UUDF:CCF957966B2C,:CCF957966B2C,-61,0,-43,0,39,0,134,100,100,1
2022/09/23/ 16:08:00,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,37,0,134,100,100,1
2022/09/23/ 16:08:01,+UUDF:CCF957966B2C,:CCF957966B2C,-72,0,-43,0,38,0,134,100,100,1
2022/09/23/ 16:08:01,+UUDF:CCF957966B2C,:CCF957966B2C,-76,-2,-47,0,37,0,134,100,100,1
2022/09/23/ 16:08:02,+UUDF:CCF957966B2C,:CCF957966B2C,-67,-2,-47,0,38,0,134,100,100,1
2022/09/23/ 16:08:02,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-2,-47,0,39,0,134,100,100,1
2022/09/23/ 16:08:03,+UUDF:CCF957966B2C,:CCF957966B2C,-77,-2,-47,0,37,0,134,100,100,1
2022/09/23/ 16:08:03,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-2,-47,0,38,0,134,100,100,1
2022/09/23/ 16:08:04,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-2,-47,0,39,0,134,100,100,1
2022/09/23/ 16:08:04,+UUDF:CCF957966B2C,:CCF957966B2C,-77,-2,-47,0,37,0,134,100,100,1
2022/09/23/ 16:08:05,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-2,-47,0,38,0,134,100,100,1
2022/09/23/ 16:08:05,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-2,-47,0,39,0,134,100,100,1
