,hora,Id_tag,Id_Ant,RSSI,Ang_azimuth,Ang_elevacion,Canal,Altura_ant(cm),Distancia_entre_ant_tag(cm),Error_dato_medido,Distancia_entre_ant
0,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-52,36,-36,38,170,150,1,180
1,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-55,38,-36,37,170,150,1,180
2,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-52,40,-36,38,170,150,1,180
3,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-51,40,-38,39,170,150,1,180
4,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-54,40,-40,37,170,150,1,180
5,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-51,40,-40,39,170,150,1,180
6,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-54,40,-44,37,170,150,1,180
7,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-51,40,-48,38,170,150,1,180
8,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-50,40,-48,39,170,150,1,180
9,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-50,40,-48,38,170,150,1,180
10,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-53,38,-48,37,170,150,1,180
11,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-62,42,-16,39,170,150,1,180
12,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-66,42,-16,37,170,150,1,180
13,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-62,42,-14,37,170,150,1,180
14,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-57,42,-12,38,170,150,1,180
15,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-57,42,-12,39,170,150,1,180
16,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-56,42,-12,39,170,150,1,180
17,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-57,42,-12,37,170,150,1,180
18,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-56,42,-12,38,170,150,1,180
19,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-54,42,-14,39,170,150,1,180
20,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-53,44,-16,39,170,150,1,180
21,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-56,44,-16,37,170,150,1,180
22,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-55,44,-16,38,170,150,1,180
23,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-53,44,-16,39,170,150,1,180
24,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-56,44,-18,37,170,150,1,180
25,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-55,44,-18,38,170,150,1,180
26,2022/12/04/ 02:57:34,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-53,42,-18,39,170,150,1,180
27,2022/12/04/ 02:57:35,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-53,42,-18,39,170,150,1,180
