Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 19:30:17,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-53,-40,-25,0,38,0,134,72,100,1
2022/09/27/ 19:30:17,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-56,-41,-25,0,37,0,134,72,100,1
2022/09/27/ 19:30:18,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-53,-40,-25,0,38,0,134,72,100,1
2022/09/27/ 19:30:18,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-56,-40,-25,0,37,0,134,72,100,1
2022/09/27/ 19:30:19,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-53,-40,-25,0,38,0,134,72,100,1
2022/09/27/ 19:30:19,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-53,-35,-33,0,38,0,134,72,100,1
2022/09/27/ 19:30:20,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-56,-35,-33,0,37,0,134,72,100,1
2022/09/27/ 19:30:20,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-53,-35,-33,0,38,0,134,72,100,1
2022/09/27/ 19:30:21,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-58,-35,-33,0,37,0,134,72,100,1
2022/09/27/ 19:30:21,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-54,-34,-33,0,38,0,134,72,100,1
2022/09/27/ 19:30:21,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-56,-35,-32,0,37,0,134,72,100,1
2022/09/27/ 19:30:22,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-9,14,0,39,0,134,72,100,1
2022/09/27/ 19:30:22,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-77,-8,14,0,37,0,134,72,100,1
2022/09/27/ 19:30:23,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-8,14,0,38,0,134,72,100,1
2022/09/27/ 19:30:23,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-64,-9,14,0,39,0,134,72,100,1
2022/09/27/ 19:30:24,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-8,14,0,38,0,134,72,100,1
2022/09/27/ 19:30:24,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-9,14,0,39,0,134,72,100,1
2022/09/27/ 19:30:25,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-77,-8,14,0,37,0,134,72,100,1
2022/09/27/ 19:30:25,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-8,14,0,38,0,134,72,100,1
2022/09/27/ 19:30:26,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-76,-6,14,0,37,0,134,72,100,1
