Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/28/ 00:30:16,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-71,-36,62,0,39,0,134,105,100,1
2022/09/28/ 00:30:17,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-62,-36,62,0,37,0,134,105,100,1
2022/09/28/ 00:30:17,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-36,62,0,38,0,134,105,100,1
2022/09/28/ 00:30:18,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-36,62,0,37,0,134,105,100,1
2022/09/28/ 00:30:18,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-36,62,0,37,0,134,105,100,1
2022/09/28/ 00:30:19,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-68,-37,61,0,39,0,134,105,100,1
2022/09/28/ 00:30:20,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-68,-37,61,0,39,0,134,105,100,1
2022/09/28/ 00:30:20,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-37,61,0,37,0,134,105,100,1
2022/09/28/ 00:30:21,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-37,61,0,38,0,134,105,100,1
2022/09/28/ 00:30:21,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-68,-37,61,0,39,0,134,105,100,1
2022/09/28/ 00:30:21,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-37,61,0,38,0,134,105,100,1
2022/09/28/ 00:30:22,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-37,61,0,38,0,134,105,100,1
2022/09/28/ 00:30:22,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-68,-37,61,0,39,0,134,105,100,1
2022/09/28/ 00:30:23,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-67,-34,61,0,39,0,134,105,100,1
2022/09/28/ 00:30:24,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-34,62,0,37,0,134,105,100,1
2022/09/28/ 00:30:24,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-67,-34,62,0,39,0,134,105,100,1
2022/09/28/ 00:30:25,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-67,-34,61,0,39,0,134,105,100,1
2022/09/28/ 00:30:25,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-34,61,0,37,0,134,105,100,1
2022/09/28/ 00:30:25,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-34,62,0,38,0,134,105,100,1
2022/09/28/ 00:30:26,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-34,62,0,37,0,134,105,100,1
2022/09/28/ 00:30:26,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-35,61,0,37,0,134,105,100,1
2022/09/28/ 00:30:27,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-35,62,0,37,0,134,105,100,1
2022/09/28/ 00:30:27,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-35,62,0,37,0,134,105,100,1
2022/09/28/ 00:30:28,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,62,0,38,0,134,105,100,1
2022/09/28/ 00:30:28,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-71,-35,62,0,39,0,134,105,100,1
2022/09/28/ 00:30:29,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,62,0,38,0,134,105,100,1
2022/09/28/ 00:30:29,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-35,62,0,37,0,134,105,100,1
2022/09/28/ 00:30:29,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,62,0,38,0,134,105,100,1
2022/09/28/ 00:30:30,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-62,-35,62,0,37,0,134,105,100,1
2022/09/28/ 00:30:30,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-35,62,0,37,0,134,105,100,1
2022/09/28/ 00:30:31,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-73,-34,62,0,39,0,134,105,100,1
