Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visión libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medición
2022/09/27/ 17:31:01,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-44,-30,0,38,0,134,65,100,1
2022/09/27/ 17:31:01,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-46,-24,0,39,0,134,65,100,1
2022/09/27/ 17:31:02,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-40,-30,0,37,0,134,65,100,1
2022/09/27/ 17:31:02,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-46,-26,0,39,0,134,65,100,1
2022/09/27/ 17:31:03,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-44,-31,0,38,0,134,65,100,1
2022/09/27/ 17:31:03,+UUDF:CCF957966B2C,:CCF957966B2C,-54,-44,-30,0,38,0,134,65,100,1
2022/09/27/ 17:31:04,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-44,-30,0,38,0,134,65,100,1
2022/09/27/ 17:31:04,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-45,-31,0,38,0,134,65,100,1
2022/09/27/ 17:31:04,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-24,-39,0,38,0,134,65,100,1
2022/09/27/ 17:31:05,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-24,-39,0,37,0,134,65,100,1
2022/09/27/ 17:31:05,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-24,-40,0,37,0,134,65,100,1
2022/09/27/ 17:31:06,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-24,-41,0,39,0,134,65,100,1
2022/09/27/ 17:31:06,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-24,-41,0,38,0,134,65,100,1
2022/09/27/ 17:31:07,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-24,-41,0,38,0,134,65,100,1
2022/09/27/ 17:31:07,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-27,-41,0,37,0,134,65,100,1
2022/09/27/ 17:31:08,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-23,-43,0,39,0,134,65,100,1
2022/09/27/ 17:31:08,+UUDF:CCF957966B2C,:CCF957966B2C,-79,-23,-41,0,38,0,134,65,100,1
2022/09/27/ 17:31:09,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-27,-42,0,37,0,134,65,100,1
