Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 19:32:15,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-71,-25,20,0,37,0,134,72,100,1
2022/09/27/ 19:32:15,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-64,-25,20,0,39,0,134,72,100,1
2022/09/27/ 19:32:16,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-71,-25,20,0,37,0,134,72,100,1
2022/09/27/ 19:32:16,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-77,-25,21,0,38,0,134,72,100,1
2022/09/27/ 19:32:17,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-64,-25,21,0,39,0,134,72,100,1
2022/09/27/ 19:32:17,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-71,-25,20,0,37,0,134,72,100,1
2022/09/27/ 19:32:18,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-80,-24,20,0,38,0,134,72,100,1
2022/09/27/ 19:32:19,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-64,-24,20,0,39,0,134,72,100,1
2022/09/27/ 19:32:19,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-81,-24,20,0,38,0,134,72,100,1
2022/09/27/ 19:32:19,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-64,-24,20,0,39,0,134,72,100,1
2022/09/27/ 19:32:20,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-24,20,0,37,0,134,72,100,1
2022/09/27/ 19:32:20,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-80,-24,20,0,38,0,134,72,100,1
2022/09/27/ 19:32:21,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-25,19,0,37,0,134,72,100,1
2022/09/27/ 19:32:21,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-80,-24,20,0,38,0,134,72,100,1
