Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 19:54:26,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:26,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-36,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:27,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-36,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:27,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-36,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:28,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-36,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:28,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-36,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:29,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-36,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:29,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-36,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:30,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-36,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:30,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-36,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:31,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-36,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:31,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:32,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-36,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:32,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-36,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:33,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:33,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-36,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:34,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:34,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:35,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:35,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:36,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:36,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:37,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:37,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:38,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:39,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,45,0,39,0,134,80,100,1
2022/09/27/ 19:54:39,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,45,0,37,0,134,80,100,1
2022/09/27/ 19:54:39,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,45,0,39,0,134,80,100,1
2022/09/27/ 19:54:40,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,45,0,37,0,134,80,100,1
2022/09/27/ 19:54:40,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,45,0,38,0,134,80,100,1
2022/09/27/ 19:54:41,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,45,0,39,0,134,80,100,1
2022/09/27/ 19:54:41,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,45,0,38,0,134,80,100,1
2022/09/27/ 19:54:42,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,45,0,39,0,134,80,100,1
2022/09/27/ 19:54:43,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,45,0,37,0,134,80,100,1
2022/09/27/ 19:54:43,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-35,45,0,38,0,134,80,100,1
2022/09/27/ 19:54:44,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,45,0,39,0,134,80,100,1
2022/09/27/ 19:54:44,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-35,45,0,38,0,134,80,100,1
2022/09/27/ 19:54:44,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,45,0,39,0,134,80,100,1
2022/09/27/ 19:54:45,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,45,0,37,0,134,80,100,1
2022/09/27/ 19:54:45,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-35,45,0,38,0,134,80,100,1
2022/09/27/ 19:54:46,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,45,0,37,0,134,80,100,1
2022/09/27/ 19:54:47,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-36,45,0,37,0,134,80,100,1
2022/09/27/ 19:54:47,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-36,45,0,39,0,134,80,100,1
2022/09/27/ 19:54:48,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-36,45,0,37,0,134,80,100,1
2022/09/27/ 19:54:48,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-36,45,0,38,0,134,80,100,1
2022/09/27/ 19:54:49,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,45,0,39,0,134,80,100,1
2022/09/27/ 19:54:49,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-35,45,0,38,0,134,80,100,1
2022/09/27/ 19:54:49,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,45,0,39,0,134,80,100,1
2022/09/27/ 19:54:50,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,45,0,37,0,134,80,100,1
2022/09/27/ 19:54:50,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,45,0,3,0,134,80,100,1
2022/09/27/ 19:54:51,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-67,-35,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:51,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:52,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:52,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:53,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:53,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:53,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:54,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:54,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:55,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:56,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:56,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:57,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:57,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,45,0,38,0,134,80,100,1
2022/09/27/ 19:54:58,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,44,0,39,0,134,80,100,1
2022/09/27/ 19:54:58,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,44,0,37,0,134,80,100,1
2022/09/27/ 19:54:59,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-70,-35,44,0,38,0,134,80,100,1
2022/09/27/ 19:54:59,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-36,44,0,37,0,134,80,100,1
2022/09/27/ 19:55:00,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-35,45,0,38,0,134,80,100,1
2022/09/27/ 19:55:00,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,45,0,39,0,134,80,100,1
2022/09/27/ 19:55:01,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,44,0,37,0,134,80,100,1
2022/09/27/ 19:55:01,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-35,45,0,38,0,134,80,100,1
2022/09/27/ 19:55:02,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,45,0,39,0,134,80,100,1
2022/09/27/ 19:55:02,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-67,-35,44,0,37,0,134,80,100,1
2022/09/27/ 19:55:03,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-35,45,0,39,0,134,80,100,1
2022/09/27/ 19:55:03,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-35,45,0,37,0,134,80,100,1
