Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 21:21:45,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-32,45,0,39,0,134,96,100,1
2022/09/27/ 21:21:45,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-62,-32,45,0,37,0,134,96,100,1
2022/09/27/ 21:21:46,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-32,44,0,38,0,134,96,100,1
2022/09/27/ 21:21:46,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-58,-32,44,0,37,0,134,96,100,1
2022/09/27/ 21:21:47,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,46,0,37,0,134,96,100,1
2022/09/27/ 21:21:48,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,46,0,39,0,134,96,100,1
2022/09/27/ 21:21:48,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,46,0,37,0,134,96,100,1
2022/09/27/ 21:21:49,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,46,0,38,0,134,96,100,1
2022/09/27/ 21:21:49,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,46,0,39,0,134,96,100,1
2022/09/27/ 21:21:49,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-31,46,0,37,0,134,96,100,1
2022/09/27/ 21:21:50,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,46,0,39,0,134,96,100,1
2022/09/27/ 21:21:50,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,46,0,37,0,134,96,100,1
2022/09/27/ 21:21:51,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-62,-31,46,0,38,0,134,96,100,1
2022/09/27/ 21:21:52,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-62,-31,45,0,37,0,134,96,100,1
2022/09/27/ 21:21:52,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,45,0,38,0,134,96,100,1
2022/09/27/ 21:21:53,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,45,0,39,0,134,96,100,1
2022/09/27/ 21:21:53,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-60,-30,45,0,38,0,134,96,100,1
2022/09/27/ 21:21:54,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,39,0,134,96,100,1
2022/09/27/ 21:21:54,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-30,45,0,37,0,134,96,100,1
2022/09/27/ 21:21:54,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,46,0,39,0,134,96,100,1
2022/09/27/ 21:21:55,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,46,0,38,0,134,96,100,1
2022/09/27/ 21:21:55,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,46,0,39,0,134,96,100,1
2022/09/27/ 21:21:56,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,47,0,38,0,134,96,100,1
2022/09/27/ 21:21:57,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,47,0,39,0,134,96,100,1
2022/09/27/ 21:21:57,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-31,47,0,37,0,134,96,100,1
2022/09/27/ 21:21:58,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,47,0,37,0,134,96,100,1
2022/09/27/ 21:21:58,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,46,0,38,0,134,96,100,1
2022/09/27/ 21:21:59,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,46,0,39,0,134,96,100,1
2022/09/27/ 21:21:59,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-31,46,0,37,0,134,96,100,1
2022/09/27/ 21:21:59,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,47,0,39,0,134,96,100,1
2022/09/27/ 21:22:00,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-31,46,0,37,0,134,96,100,1
2022/09/27/ 21:22:00,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,39,0,134,96,100,1
2022/09/27/ 21:22:01,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-62,-30,45,0,37,0,134,96,100,1
2022/09/27/ 21:22:01,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:02,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-30,45,0,37,0,134,96,100,1
2022/09/27/ 21:22:02,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:03,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,37,0,134,96,100,1
2022/09/27/ 21:22:03,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:04,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-30,45,0,37,0,134,96,100,1
2022/09/27/ 21:22:04,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-29,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:05,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,37,0,134,96,100,1
2022/09/27/ 21:22:05,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,37,0,134,96,100,1
2022/09/27/ 21:22:06,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:06,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,39,0,134,96,100,1
2022/09/27/ 21:22:07,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-62,-30,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:07,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-30,45,0,37,0,134,96,100,1
2022/09/27/ 21:22:08,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:08,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,39,0,134,96,100,1
2022/09/27/ 21:22:09,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-31,45,0,39,0,134,96,100,1
2022/09/27/ 21:22:09,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:10,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-60,-31,45,0,39,0,134,96,100,1
2022/09/27/ 21:22:10,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:11,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-60,-31,45,0,39,0,134,96,100,1
2022/09/27/ 21:22:11,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-62,-31,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:12,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-60,-31,46,0,39,0,134,96,100,1
2022/09/27/ 21:22:12,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-31,46,0,37,0,134,96,100,1
2022/09/27/ 21:22:13,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-31,44,0,37,0,134,96,100,1
2022/09/27/ 21:22:14,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-60,-31,45,0,39,0,134,96,100,1
2022/09/27/ 21:22:14,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-60,-32,46,0,37,0,134,96,100,1
2022/09/27/ 21:22:14,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:15,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-60,-31,46,0,39,0,134,96,100,1
2022/09/27/ 21:22:15,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-31,45,0,38,0,134,96,100,1
2022/09/27/ 21:22:16,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-60,-31,45,0,39,0,134,96,100,1
2022/09/27/ 21:22:16,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-63,-32,45,0,37,0,134,96,100,1
2022/09/27/ 21:22:17,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,37,0,134,96,100,1
2022/09/27/ 21:22:18,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-61,-30,45,0,38,0,134,96,100,1
