Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/28/ 02:58:50,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-58,-26,-20,0,39,0,134,114,100,1
2022/09/28/ 02:58:50,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-60,-26,-19,0,37,0,134,114,100,1
2022/09/28/ 02:58:51,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-58,-26,-20,0,39,0,134,114,100,1
2022/09/28/ 02:58:51,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-60,-26,-19,0,37,0,134,114,100,1
2022/09/28/ 02:58:52,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-58,-26,-20,0,39,0,134,114,100,1
2022/09/28/ 02:58:52,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-56,-26,-20,0,38,0,134,114,100,1
2022/09/28/ 02:58:52,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-58,-26,-20,0,39,0,134,114,100,1
2022/09/28/ 02:58:53,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-60,-26,-20,0,37,0,134,114,100,1
2022/09/28/ 02:58:53,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-58,-26,-21,0,39,0,134,114,100,1
2022/09/28/ 02:58:54,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-59,-26,-20,0,37,0,134,114,100,1
2022/09/28/ 02:58:54,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-67,-41,41,0,37,0,134,114,100,1
2022/09/28/ 02:58:55,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-41,40,0,38,0,134,114,100,1
2022/09/28/ 02:58:55,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-41,41,0,39,0,134,114,100,1
2022/09/28/ 02:58:56,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-41,41,0,38,0,134,114,100,1
2022/09/28/ 02:58:56,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-67,-41,41,0,37,0,134,114,100,1
2022/09/28/ 02:58:56,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-41,41,0,38,0,134,114,100,1
2022/09/28/ 02:58:57,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-65,-41,41,0,39,0,134,114,100,1
2022/09/28/ 02:58:57,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-67,-41,41,0,37,0,134,114,100,1
2022/09/28/ 02:58:58,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-69,-41,41,0,38,0,134,114,100,1
2022/09/28/ 02:58:58,PID=0403:6015 SER=D200BZVHA,CCF957966B2C,-67,-41,41,0,37,0,134,114,100,1
