Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/10/29/ 15:04:31,/dev/ttyUSB0,CCF957966AC9,-60,-34,-6,-70,38,0,134,100,100,1
2022/10/29/ 15:04:32,/dev/ttyUSB0,CCF957966AC9,-58,-56,-28,-62,39,0,134,100,100,1
2022/10/29/ 15:04:32,/dev/ttyUSB0,CCF957966AC9,-63,-50,-32,-64,37,0,134,100,100,1
2022/10/29/ 15:04:33,/dev/ttyUSB0,CCF957966AC9,-61,-48,-30,-65,38,0,134,100,100,1
2022/10/29/ 15:04:33,/dev/ttyUSB0,CCF957966AC9,-57,-46,-28,-62,39,0,134,100,100,1
2022/10/29/ 15:04:33,/dev/ttyUSB0,CCF957966AC9,-64,-56,-12,-69,37,0,134,100,100,1
2022/10/29/ 15:04:34,/dev/ttyUSB0,CCF957966AC9,-61,-58,-12,-66,38,0,134,100,100,1
2022/10/29/ 15:04:34,/dev/ttyUSB0,CCF957966AC9,-59,-32,4,-66,38,0,134,100,100,1
2022/10/29/ 15:04:35,/dev/ttyUSB0,CCF957966AC9,-59,-30,-30,-61,39,0,134,100,100,1
2022/10/29/ 15:04:35,/dev/ttyUSB0,CCF957966AC9,-65,-34,-32,-68,37,0,134,100,100,1
2022/10/29/ 15:04:35,/dev/ttyUSB0,CCF957966AC9,-59,-42,-34,-62,39,0,134,100,100,1
2022/10/29/ 15:04:36,/dev/ttyUSB0,CCF957966AC9,-65,-34,-32,-66,37,0,134,100,100,1
2022/10/29/ 15:04:36,/dev/ttyUSB0,CCF957966AC9,-61,-34,-32,-66,38,0,134,100,100,1
2022/10/29/ 15:04:37,/dev/ttyUSB0,CCF957966AC9,-65,-32,-34,-67,37,0,134,100,100,1
2022/10/29/ 15:04:37,/dev/ttyUSB0,CCF957966AC9,-61,-32,-34,-66,38,0,134,100,100,1
2022/10/29/ 15:04:38,/dev/ttyUSB0,CCF957966AC9,-59,-36,-30,-62,39,0,134,100,100,1
2022/10/29/ 15:04:38,/dev/ttyUSB0,CCF957966AC9,-64,-36,-30,-67,37,0,134,100,100,1
2022/10/29/ 15:04:39,/dev/ttyUSB0,CCF957966AC9,-61,-36,-30,-66,38,0,134,100,100,1
2022/10/29/ 15:04:40,/dev/ttyUSB0,CCF957966AC9,-58,-32,-36,-61,39,0,134,100,100,1
2022/10/29/ 15:04:41,/dev/ttyUSB0,CCF957966AC9,-58,-32,-36,-64,38,0,134,100,100,1
2022/10/29/ 15:04:42,/dev/ttyUSB0,CCF957966AC9,-63,-32,-32,-64,37,0,134,100,100,1
2022/10/29/ 15:04:43,/dev/ttyUSB0,CCF957966AC9,-63,50,-28,-61,39,0,134,100,100,1
2022/10/29/ 15:04:44,/dev/ttyUSB0,CCF957966AC9,-58,48,-36,-61,37,0,134,100,100,1
2022/10/29/ 15:04:45,/dev/ttyUSB0,CCF957966AC9,-53,44,-44,-56,37,0,134,100,100,1
2022/10/29/ 15:04:46,/dev/ttyUSB0,CCF957966AC9,-46,-56,42,-57,39,0,134,100,100,1
2022/10/29/ 15:04:47,/dev/ttyUSB0,CCF957966AC9,-53,-48,34,-57,37,0,134,100,100,1
2022/10/29/ 15:04:48,/dev/ttyUSB0,CCF957966AC9,-51,-52,46,-57,38,0,134,100,100,1
2022/10/29/ 15:04:49,/dev/ttyUSB0,CCF957966AC9,-45,-54,46,-57,39,0,134,100,100,1
2022/10/29/ 15:04:50,/dev/ttyUSB0,CCF957966AC9,-52,-52,46,-57,38,0,134,100,100,1
2022/10/29/ 15:04:51,/dev/ttyUSB0,CCF957966AC9,-46,-52,44,-57,39,0,134,100,100,1
2022/10/29/ 15:04:52,/dev/ttyUSB0,CCF957966AC9,-52,-54,42,-57,37,0,134,100,100,1
2022/10/29/ 15:04:53,/dev/ttyUSB0,CCF957966AC9,-57,-38,20,-56,38,0,134,100,100,1
2022/10/29/ 15:04:54,/dev/ttyUSB0,CCF957966AC9,-52,-22,12,-45,37,0,134,100,100,1
2022/10/29/ 15:04:55,/dev/ttyUSB0,CCF957966AC9,-42,-32,6,-52,37,0,134,100,100,1
2022/10/29/ 15:04:56,/dev/ttyUSB0,CCF957966AC9,-36,-50,4,-31,38,0,134,100,100,1
2022/10/29/ 15:04:57,/dev/ttyUSB0,CCF957966AC9,-32,56,-18,-26,39,0,134,100,100,1
2022/10/29/ 15:04:58,/dev/ttyUSB0,CCF957966AC9,-26,22,-6,-38,37,0,134,100,100,1
