Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visi�n libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medici�n
2022/09/20/ 18:59:34,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-9,-9,0,39,0,134,200,130,1
2022/09/20/ 18:59:35,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-9,-9,0,37,0,134,200,130,1
2022/09/20/ 18:59:35,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-9,-9,0,39,0,134,200,130,1
2022/09/20/ 18:59:36,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-9,-9,0,37,0,134,200,130,1
2022/09/20/ 18:59:36,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-9,-9,0,39,0,134,200,130,1
2022/09/20/ 18:59:37,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-8,-9,0,37,0,134,200,130,1
2022/09/20/ 18:59:37,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-8,-9,0,38,0,134,200,130,1
2022/09/20/ 18:59:38,+UUDF:CCF957966B2C,:CCF957966B2C,-71,6,39,0,37,0,134,200,130,1
2022/09/20/ 18:59:39,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-9,-10,0,39,0,134,200,130,1
2022/09/20/ 18:59:39,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-8,-9,0,37,0,134,200,130,1
2022/09/20/ 18:59:39,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-9,-10,0,38,0,134,200,130,1
2022/09/20/ 18:59:40,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-9,-10,0,37,0,134,200,130,1
2022/09/20/ 18:59:40,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-8,-9,0,39,0,134,200,130,1
2022/09/20/ 18:59:41,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-8,-8,0,37,0,134,200,130,1
2022/09/20/ 18:59:41,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-8,-9,0,38,0,134,200,130,1
2022/09/20/ 18:59:42,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-9,-10,0,38,0,134,200,130,1
2022/09/20/ 18:59:42,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-8,-9,0,37,0,134,200,130,1
2022/09/20/ 18:59:42,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-7,-8,0,37,0,134,200,130,1
2022/09/20/ 18:59:43,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-7,-8,0,38,0,134,200,130,1
2022/09/20/ 18:59:43,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-7,-9,0,39,0,134,200,130,1
2022/09/20/ 18:59:44,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-7,-8,0,39,0,134,200,130,1
2022/09/20/ 18:59:44,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-6,-8,0,37,0,134,200,130,1
2022/09/20/ 18:59:45,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-7,-9,0,38,0,134,200,130,1
2022/09/20/ 18:59:45,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-6,-8,0,39,0,134,200,130,1
2022/09/20/ 18:59:46,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-6,-8,0,39,0,134,200,130,1
2022/09/20/ 18:59:46,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-6,-8,0,37,0,134,200,130,1
2022/09/20/ 18:59:47,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-12,-6,0,39,0,134,200,130,1
2022/09/20/ 18:59:47,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-12,-6,0,37,0,134,200,130,1
2022/09/20/ 18:59:48,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-12,-6,0,39,0,134,200,130,1
2022/09/20/ 18:59:48,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-12,-6,0,37,0,134,200,130,1
2022/09/20/ 18:59:49,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-12,-6,0,39,0,134,200,130,1
2022/09/20/ 18:59:49,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-12,-6,0,37,0,134,200,130,1
2022/09/20/ 18:59:50,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-12,-5,0,39,0,134,200,130,1
2022/09/20/ 18:59:50,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-12,-5,0,37,0,134,200,130,1
2022/09/20/ 18:59:51,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-12,-5,0,39,0,134,200,130,1
2022/09/20/ 18:59:51,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-12,-6,0,37,0,134,200,130,1
2022/09/20/ 18:59:52,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-12,-6,0,38,0,134,200,130,1
2022/09/20/ 18:59:52,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-12,-6,0,39,0,134,200,130,1
2022/09/20/ 18:59:53,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-12,-6,0,37,0,134,200,130,1
2022/09/20/ 18:59:53,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-12,-6,0,37,0,134,200,130,1
2022/09/20/ 18:59:54,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-12,-6,0,38,0,134,200,130,1
2022/09/20/ 18:59:54,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-12,-7,0,39,0,134,200,130,1
2022/09/20/ 18:59:55,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-12,-7,0,37,0,134,200,130,1
2022/09/20/ 18:59:55,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-12,-7,0,37,0,134,200,130,1
2022/09/20/ 18:59:56,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-7,-7,0,37,0,134,200,130,1
2022/09/20/ 18:59:56,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-7,-7,0,38,0,134,200,130,1
2022/09/20/ 18:59:57,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-7,-7,0,39,0,134,200,130,1
2022/09/20/ 18:59:57,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-7,-7,0,37,0,134,200,130,1
2022/09/20/ 18:59:58,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-7,-7,0,39,0,134,200,130,1
2022/09/20/ 18:59:58,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-7,-6,0,37,0,134,200,130,1
2022/09/20/ 18:59:59,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-7,-6,0,39,0,134,200,130,1
2022/09/20/ 18:59:59,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-7,-6,0,37,0,134,200,130,1
2022/09/20/ 18:59:59,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-7,-6,0,39,0,134,200,130,1
2022/09/20/ 19:00:00,+UUDF:CCF957966B2C,:CCF957966B2C,-71,9,39,0,37,0,134,200,130,1
2022/09/20/ 19:00:01,+UUDF:CCF957966B2C,:CCF957966B2C,-73,9,39,0,38,0,134,200,130,1
2022/09/20/ 19:00:01,+UUDF:CCF957966B2C,:CCF957966B2C,-71,9,38,0,37,0,134,200,130,1
2022/09/20/ 19:00:02,+UUDF:CCF957966B2C,:CCF957966B2C,-73,9,38,0,38,0,134,200,130,1
2022/09/20/ 19:00:02,+UUDF:CCF957966B2C,:CCF957966B2C,-71,9,38,0,37,0,134,200,130,1
2022/09/20/ 19:00:03,+UUDF:CCF957966B2C,:CCF957966B2C,-73,9,38,0,38,0,134,200,130,1
2022/09/20/ 19:00:03,+UUDF:CCF957966B2C,:CCF957966B2C,-71,9,38,0,37,0,134,200,130,1
2022/09/20/ 19:00:03,+UUDF:CCF957966B2C,:CCF957966B2C,-73,9,38,0,38,0,134,200,130,1
2022/09/20/ 19:00:04,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-11,-7,0,39,0,134,200,130,1
2022/09/20/ 19:00:05,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-11,-7,0,38,0,134,200,130,1
2022/09/20/ 19:00:05,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-11,-6,0,37,0,134,200,130,1
2022/09/20/ 19:00:06,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-11,-7,0,38,0,134,200,130,1
2022/09/20/ 19:00:06,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-11,-6,0,37,0,134,200,130,1
2022/09/20/ 19:00:07,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-11,-6,0,39,0,134,200,130,1
2022/09/20/ 19:00:07,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,-6,0,38,0,134,200,130,1
2022/09/20/ 19:00:07,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-11,-6,0,39,0,134,200,130,1
2022/09/20/ 19:00:08,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-11,-6,0,37,0,134,200,130,1
2022/09/20/ 19:00:09,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,-6,0,38,0,134,200,130,1
2022/09/20/ 19:00:09,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-11,-6,0,39,0,134,200,130,1
2022/09/20/ 19:00:10,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-11,-6,0,37,0,134,200,130,1
2022/09/20/ 19:00:10,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-11,-6,0,38,0,134,200,130,1
2022/09/20/ 19:00:11,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-11,-6,0,37,0,134,200,130,1
2022/09/20/ 19:00:11,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-11,-6,0,38,0,134,200,130,1
2022/09/20/ 19:00:12,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-11,-6,0,39,0,134,200,130,1
2022/09/20/ 19:00:12,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-11,-6,0,37,0,134,200,130,1
2022/09/20/ 19:00:13,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-1,-10,0,37,0,134,200,130,1
2022/09/20/ 19:00:13,+UUDF:CCF957966B2C,:CCF957966B2C,-67,-1,-10,0,39,0,134,200,130,1
2022/09/20/ 19:00:14,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-1,-10,0,38,0,134,200,130,1
2022/09/20/ 19:00:14,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-1,-10,0,39,0,134,200,130,1
2022/09/20/ 19:00:15,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-1,-10,0,37,0,134,200,130,1
2022/09/20/ 19:00:15,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-1,-10,0,38,0,134,200,130,1
2022/09/20/ 19:00:16,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-1,-10,0,38,0,134,200,130,1
2022/09/20/ 19:00:16,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-1,-11,0,39,0,134,200,130,1
2022/09/20/ 19:00:16,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-1,-11,0,37,0,134,200,130,1
2022/09/20/ 19:00:17,+UUDF:CCF957966B2C,:CCF957966B2C,-80,0,-14,0,38,0,134,200,130,1
2022/09/20/ 19:00:18,+UUDF:CCF957966B2C,:CCF957966B2C,-79,0,-14,0,37,0,134,200,130,1
2022/09/20/ 19:00:18,+UUDF:CCF957966B2C,:CCF957966B2C,-63,0,-14,0,39,0,134,200,130,1
2022/09/20/ 19:00:19,+UUDF:CCF957966B2C,:CCF957966B2C,-79,0,-14,0,37,0,134,200,130,1
2022/09/20/ 19:00:19,+UUDF:CCF957966B2C,:CCF957966B2C,-78,0,-14,0,38,0,134,200,130,1
2022/09/20/ 19:00:20,+UUDF:CCF957966B2C,:CCF957966B2C,-77,0,-14,0,37,0,134,200,130,1
2022/09/20/ 19:00:20,+UUDF:CCF957966B2C,:CCF957966B2C,-63,0,-8,0,39,0,134,200,130,1
2022/09/20/ 19:00:20,+UUDF:CCF957966B2C,:CCF957966B2C,-77,0,50,0,37,0,134,200,130,1
2022/09/20/ 19:00:21,+UUDF:CCF957966B2C,:CCF957966B2C,-77,0,-8,0,38,0,134,200,130,1
2022/09/20/ 19:00:22,+UUDF:CCF957966B2C,:CCF957966B2C,-78,0,-12,0,37,0,134,200,130,1
2022/09/20/ 19:00:22,+UUDF:CCF957966B2C,:CCF957966B2C,-64,0,-12,0,39,0,134,200,130,1
2022/09/20/ 19:00:23,+UUDF:CCF957966B2C,:CCF957966B2C,-79,0,-12,0,38,0,134,200,130,1
2022/09/20/ 19:00:23,+UUDF:CCF957966B2C,:CCF957966B2C,-64,0,-12,0,39,0,134,200,130,1
2022/09/20/ 19:00:24,+UUDF:CCF957966B2C,:CCF957966B2C,-78,0,-10,0,37,0,134,200,130,1
2022/09/20/ 19:00:24,+UUDF:CCF957966B2C,:CCF957966B2C,-79,0,-10,0,38,0,134,200,130,1
2022/09/20/ 19:00:24,+UUDF:CCF957966B2C,:CCF957966B2C,-79,0,-12,0,38,0,134,200,130,1
2022/09/20/ 19:00:25,+UUDF:CCF957966B2C,:CCF957966B2C,-63,0,-11,0,39,0,134,200,130,1
2022/09/20/ 19:00:25,+UUDF:CCF957966B2C,:CCF957966B2C,-78,0,-11,0,37,0,134,200,130,1
2022/09/20/ 19:00:26,+UUDF:CCF957966B2C,:CCF957966B2C,-78,0,-10,0,37,0,134,200,130,1
