Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visión libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medición
2022/09/23/ 17:02:37,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-8,0,37,0,134,70,100,1
2022/09/23/ 17:02:38,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-8,0,38,0,134,70,100,1
2022/09/23/ 17:02:38,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-8,0,37,0,134,70,100,1
2022/09/23/ 17:02:39,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-10,0,37,0,134,70,100,1
2022/09/23/ 17:02:39,+UUDF:CCF957966B2C,:CCF957966B2C,-61,28,-10,0,38,0,134,70,100,1
2022/09/23/ 17:02:40,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-10,0,39,0,134,70,100,1
2022/09/23/ 17:02:40,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-10,0,37,0,134,70,100,1
2022/09/23/ 17:02:41,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-10,0,38,0,134,70,100,1
2022/09/23/ 17:02:41,+UUDF:CCF957966B2C,:CCF957966B2C,-66,28,-10,0,39,0,134,70,100,1
2022/09/23/ 17:02:42,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-10,0,38,0,134,70,100,1
2022/09/23/ 17:02:42,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-10,0,39,0,134,70,100,1
2022/09/23/ 17:02:42,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-10,0,37,0,134,70,100,1
2022/09/23/ 17:02:43,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,-11,0,37,0,134,70,100,1
2022/09/23/ 17:02:44,+UUDF:CCF957966B2C,:CCF957966B2C,-62,27,-11,0,38,0,134,70,100,1
2022/09/23/ 17:02:44,+UUDF:CCF957966B2C,:CCF957966B2C,-67,27,-11,0,39,0,134,70,100,1
2022/09/23/ 17:02:45,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,-11,0,37,0,134,70,100,1
2022/09/23/ 17:02:45,+UUDF:CCF957966B2C,:CCF957966B2C,-61,27,-11,0,38,0,134,70,100,1
2022/09/23/ 17:02:46,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,-10,0,39,0,134,70,100,1
2022/09/23/ 17:02:46,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,-10,0,37,0,134,70,100,1
2022/09/23/ 17:02:46,+UUDF:CCF957966B2C,:CCF957966B2C,-62,27,-10,0,38,0,134,70,100,1
2022/09/23/ 17:02:47,+UUDF:CCF957966B2C,:CCF957966B2C,-67,27,-10,0,39,0,134,70,100,1
2022/09/23/ 17:02:48,+UUDF:CCF957966B2C,:CCF957966B2C,-67,27,-11,0,39,0,134,70,100,1
2022/09/23/ 17:02:48,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,-11,0,37,0,134,70,100,1
2022/09/23/ 17:02:49,+UUDF:CCF957966B2C,:CCF957966B2C,-62,27,-11,0,38,0,134,70,100,1
2022/09/23/ 17:02:49,+UUDF:CCF957966B2C,:CCF957966B2C,-67,27,-11,0,39,0,134,70,100,1
2022/09/23/ 17:02:50,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,-11,0,37,0,134,70,100,1
2022/09/23/ 17:02:50,+UUDF:CCF957966B2C,:CCF957966B2C,-62,27,-11,0,38,0,134,70,100,1
2022/09/23/ 17:02:50,+UUDF:CCF957966B2C,:CCF957966B2C,-67,27,-11,0,39,0,134,70,100,1
2022/09/23/ 17:02:51,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,-11,0,37,0,134,70,100,1
2022/09/23/ 17:02:52,+UUDF:CCF957966B2C,:CCF957966B2C,-67,27,-8,0,39,0,134,70,100,1
2022/09/23/ 17:02:52,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,-8,0,37,0,134,70,100,1
2022/09/23/ 17:02:53,+UUDF:CCF957966B2C,:CCF957966B2C,-62,27,-8,0,38,0,134,70,100,1
2022/09/23/ 17:02:53,+UUDF:CCF957966B2C,:CCF957966B2C,-67,27,-8,0,39,0,134,70,100,1
2022/09/23/ 17:02:54,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,-8,0,37,0,134,70,100,1
2022/09/23/ 17:02:54,+UUDF:CCF957966B2C,:CCF957966B2C,-62,27,-8,0,38,0,134,70,100,1
2022/09/23/ 17:02:55,+UUDF:CCF957966B2C,:CCF957966B2C,-67,27,-8,0,39,0,134,70,100,1
2022/09/23/ 17:02:55,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,-8,0,37,0,134,70,100,1
2022/09/23/ 17:02:55,+UUDF:CCF957966B2C,:CCF957966B2C,-62,27,34,0,38,0,134,70,100,1
2022/09/23/ 17:02:56,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,35,0,37,0,134,70,100,1
2022/09/23/ 17:02:57,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,35,0,38,0,134,70,100,1
2022/09/23/ 17:02:57,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,35,0,39,0,134,70,100,1
2022/09/23/ 17:02:58,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,35,0,37,0,134,70,100,1
2022/09/23/ 17:02:58,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,35,0,38,0,134,70,100,1
2022/09/23/ 17:02:59,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,35,0,39,0,134,70,100,1
2022/09/23/ 17:02:59,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,35,0,37,0,134,70,100,1
2022/09/23/ 17:03:00,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,35,0,38,0,134,70,100,1
2022/09/23/ 17:03:00,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,35,0,38,0,134,70,100,1
2022/09/23/ 17:03:01,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,35,0,39,0,134,70,100,1
2022/09/23/ 17:03:01,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,35,0,37,0,134,70,100,1
2022/09/23/ 17:03:02,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,35,0,38,0,134,70,100,1
2022/09/23/ 17:03:02,+UUDF:CCF957966B2C,:CCF957966B2C,-66,28,35,0,39,0,134,70,100,1
2022/09/23/ 17:03:03,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,35,0,37,0,134,70,100,1
2022/09/23/ 17:03:03,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,35,0,38,0,134,70,100,1
2022/09/23/ 17:03:04,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-9,0,39,0,134,70,100,1
2022/09/23/ 17:03:04,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,35,0,37,0,134,70,100,1
2022/09/23/ 17:03:05,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,36,0,37,0,134,70,100,1
2022/09/23/ 17:03:05,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,35,0,38,0,134,70,100,1
2022/09/23/ 17:03:06,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,35,0,39,0,134,70,100,1
2022/09/23/ 17:03:06,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,35,0,37,0,134,70,100,1
2022/09/23/ 17:03:07,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,36,0,38,0,134,70,100,1
2022/09/23/ 17:03:07,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,36,0,39,0,134,70,100,1
2022/09/23/ 17:03:08,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,36,0,38,0,134,70,100,1
2022/09/23/ 17:03:08,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,35,0,39,0,134,70,100,1
2022/09/23/ 17:03:09,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,36,0,37,0,134,70,100,1
2022/09/23/ 17:03:09,+UUDF:CCF957966B2C,:CCF957966B2C,-69,28,36,0,39,0,134,70,100,1
2022/09/23/ 17:03:10,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,36,0,37,0,134,70,100,1
2022/09/23/ 17:03:10,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,36,0,38,0,134,70,100,1
2022/09/23/ 17:03:10,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,36,0,39,0,134,70,100,1
2022/09/23/ 17:03:11,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,36,0,37,0,134,70,100,1
2022/09/23/ 17:03:11,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,35,0,38,0,134,70,100,1
2022/09/23/ 17:03:12,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,35,0,39,0,134,70,100,1
2022/09/23/ 17:03:12,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,35,0,37,0,134,70,100,1
2022/09/23/ 17:03:13,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,34,0,38,0,134,70,100,1
2022/09/23/ 17:03:14,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,36,0,37,0,134,70,100,1
2022/09/23/ 17:03:14,+UUDF:CCF957966B2C,:CCF957966B2C,-62,27,36,0,38,0,134,70,100,1
2022/09/23/ 17:03:14,+UUDF:CCF957966B2C,:CCF957966B2C,-66,27,36,0,39,0,134,70,100,1
2022/09/23/ 17:03:15,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,36,0,37,0,134,70,100,1
2022/09/23/ 17:03:15,+UUDF:CCF957966B2C,:CCF957966B2C,-62,27,36,0,38,0,134,70,100,1
2022/09/23/ 17:03:16,+UUDF:CCF957966B2C,:CCF957966B2C,-67,27,36,0,39,0,134,70,100,1
2022/09/23/ 17:03:16,+UUDF:CCF957966B2C,:CCF957966B2C,-68,27,36,0,37,0,134,70,100,1
2022/09/23/ 17:03:17,+UUDF:CCF957966B2C,:CCF957966B2C,-62,27,36,0,38,0,134,70,100,1
2022/09/23/ 17:03:17,+UUDF:CCF957966B2C,:CCF957966B2C,-67,27,36,0,39,0,134,70,100,1
2022/09/23/ 17:03:18,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,35,0,38,0,134,70,100,1
2022/09/23/ 17:03:19,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,35,0,39,0,134,70,100,1
2022/09/23/ 17:03:19,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,36,0,37,0,134,70,100,1
2022/09/23/ 17:03:19,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-9,0,38,0,134,70,100,1
2022/09/23/ 17:03:20,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-9,0,39,0,134,70,100,1
2022/09/23/ 17:03:20,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-9,0,37,0,134,70,100,1
2022/09/23/ 17:03:21,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-9,0,38,0,134,70,100,1
2022/09/23/ 17:03:21,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-9,0,39,0,134,70,100,1
2022/09/23/ 17:03:22,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-9,0,37,0,134,70,100,1
2022/09/23/ 17:03:23,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-10,0,38,0,134,70,100,1
2022/09/23/ 17:03:23,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-10,0,39,0,134,70,100,1
2022/09/23/ 17:03:24,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-10,0,37,0,134,70,100,1
2022/09/23/ 17:03:24,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-10,0,38,0,134,70,100,1
2022/09/23/ 17:03:24,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-10,0,39,0,134,70,100,1
2022/09/23/ 17:03:25,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-10,0,37,0,134,70,100,1
2022/09/23/ 17:03:25,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-10,0,38,0,134,70,100,1
2022/09/23/ 17:03:26,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-10,0,39,0,134,70,100,1
2022/09/23/ 17:03:26,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-10,0,37,0,134,70,100,1
2022/09/23/ 17:03:27,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-9,0,38,0,134,70,100,1
2022/09/23/ 17:03:28,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-9,0,39,0,134,70,100,1
2022/09/23/ 17:03:28,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-9,0,37,0,134,70,100,1
2022/09/23/ 17:03:29,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-9,0,38,0,134,70,100,1
2022/09/23/ 17:03:29,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-9,0,39,0,134,70,100,1
2022/09/23/ 17:03:29,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-9,0,37,0,134,70,100,1
2022/09/23/ 17:03:30,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-9,0,38,0,134,70,100,1
2022/09/23/ 17:03:30,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-9,0,39,0,134,70,100,1
2022/09/23/ 17:03:31,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-9,0,37,0,134,70,100,1
2022/09/23/ 17:03:32,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-9,0,37,0,134,70,100,1
2022/09/23/ 17:03:32,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-9,0,38,0,134,70,100,1
2022/09/23/ 17:03:33,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-9,0,39,0,134,70,100,1
2022/09/23/ 17:03:33,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,-9,0,37,0,134,70,100,1
2022/09/23/ 17:03:34,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-9,0,38,0,134,70,100,1
2022/09/23/ 17:03:34,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-9,0,39,0,134,70,100,1
2022/09/23/ 17:03:34,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,-9,0,38,0,134,70,100,1
2022/09/23/ 17:03:35,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,-9,0,39,0,134,70,100,1
2022/09/23/ 17:03:36,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,37,0,38,0,134,70,100,1
2022/09/23/ 17:03:36,+UUDF:CCF957966B2C,:CCF957966B2C,-67,28,37,0,39,0,134,70,100,1
2022/09/23/ 17:03:37,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,37,0,37,0,134,70,100,1
2022/09/23/ 17:03:37,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,37,0,38,0,134,70,100,1
2022/09/23/ 17:03:38,+UUDF:CCF957966B2C,:CCF957966B2C,-66,28,37,0,39,0,134,70,100,1
2022/09/23/ 17:03:38,+UUDF:CCF957966B2C,:CCF957966B2C,-68,28,37,0,37,0,134,70,100,1
2022/09/23/ 17:03:39,+UUDF:CCF957966B2C,:CCF957966B2C,-62,28,37,0,38,0,134,70,100,1
