Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visi�n libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medici�n
2022/09/20/ 03:12:25,+UUDF:CCF957966B2C,:CCF957966B2C,-63,-5,-1,0,37,0,134,140,130,1
2022/09/20/ 03:12:26,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-5,-1,0,38,0,134,140,130,1
2022/09/20/ 03:12:26,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-5,-1,0,39,0,134,140,130,1
2022/09/20/ 03:12:27,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-5,-1,0,38,0,134,140,130,1
2022/09/20/ 03:12:27,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-6,-1,0,39,0,134,140,130,1
2022/09/20/ 03:12:28,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-6,-1,0,37,0,134,140,130,1
2022/09/20/ 03:12:28,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-6,-1,0,38,0,134,140,130,1
2022/09/20/ 03:12:29,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-6,-1,0,39,0,134,140,130,1
2022/09/20/ 03:12:29,+UUDF:CCF957966B2C,:CCF957966B2C,-59,-5,-1,0,37,0,134,140,130,1
2022/09/20/ 03:12:29,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-5,-1,0,38,0,134,140,130,1
2022/09/20/ 03:12:30,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-5,-1,0,39,0,134,140,130,1
2022/09/20/ 03:12:30,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-10,30,0,39,0,134,140,130,1
2022/09/20/ 03:12:31,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,30,0,37,0,134,140,130,1
2022/09/20/ 03:12:31,+UUDF:CCF957966B2C,:CCF957966B2C,-62,-10,30,0,38,0,134,140,130,1
2022/09/20/ 03:12:32,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-11,30,0,39,0,134,140,130,1
2022/09/20/ 03:12:32,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,30,0,37,0,134,140,130,1
2022/09/20/ 03:12:33,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-11,30,0,38,0,134,140,130,1
2022/09/20/ 03:12:33,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-11,30,0,39,0,134,140,130,1
2022/09/20/ 03:12:33,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-11,31,0,38,0,134,140,130,1
2022/09/20/ 03:12:34,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-11,31,0,39,0,134,140,130,1
2022/09/20/ 03:12:34,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-11,31,0,37,0,134,140,130,1
2022/09/20/ 03:12:35,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-11,31,0,38,0,134,140,130,1
2022/09/20/ 03:12:35,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-11,31,0,39,0,134,140,130,1
2022/09/20/ 03:12:36,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-11,31,0,37,0,134,140,130,1
2022/09/20/ 03:12:36,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-11,31,0,38,0,134,140,130,1
2022/09/20/ 03:12:37,+UUDF:CCF957966B2C,:CCF957966B2C,-62,-11,31,0,39,0,134,140,130,1
2022/09/20/ 03:12:37,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-11,31,0,37,0,134,140,130,1
2022/09/20/ 03:12:38,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-11,31,0,38,0,134,140,130,1
2022/09/20/ 03:12:38,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-11,31,0,39,0,134,140,130,1
2022/09/20/ 03:12:38,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-11,31,0,37,0,134,140,130,1
2022/09/20/ 03:12:39,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-11,31,0,38,0,134,140,130,1
2022/09/20/ 03:12:39,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-10,31,0,39,0,134,140,130,1
2022/09/20/ 03:12:40,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-10,32,0,38,0,134,140,130,1
2022/09/20/ 03:12:40,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-10,32,0,39,0,134,140,130,1
2022/09/20/ 03:12:41,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-10,31,0,37,0,134,140,130,1
2022/09/20/ 03:12:41,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-10,32,0,38,0,134,140,130,1
2022/09/20/ 03:12:42,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-10,32,0,39,0,134,140,130,1
2022/09/20/ 03:12:42,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-10,32,0,37,0,134,140,130,1
2022/09/20/ 03:12:43,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-10,32,0,39,0,134,140,130,1
2022/09/20/ 03:12:43,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-10,32,0,37,0,134,140,130,1
2022/09/20/ 03:12:43,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-10,32,0,38,0,134,140,130,1
2022/09/20/ 03:12:44,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-10,32,0,39,0,134,140,130,1
