,hora,Id_tag,Id_Ant,RSSI,Ang_azimuth,Ang_elevacion,Canal,Altura_ant(cm),Distancia_entre_ant_tag(cm),Error_dato_medido,Distancia_entre_ant
0,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-31,39,170,126,0,160
1,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
2,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
3,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
4,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-31,39,170,126,0,160
5,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-31,39,170,126,0,160
6,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-31,39,170,126,0,160
7,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-31,39,170,126,0,160
8,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-31,39,170,126,0,160
9,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-31,39,170,126,0,160
10,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-31,39,170,126,0,160
11,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,-34,-32,39,170,126,0,160
12,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
13,2022/12/06/ 00:28:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
14,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
15,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
16,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
17,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
18,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
19,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,-34,-32,39,170,126,0,160
20,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
21,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
22,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
23,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
24,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
25,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
26,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
27,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
28,2022/12/06/ 00:28:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
29,2022/12/06/ 00:28:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-34,-32,39,170,126,0,160
