Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 19:42:48,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-66,0,17,0,39,1,134,80,100,0
2022/09/27/ 19:42:48,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-72,0,17,0,37,1,134,80,100,0
2022/09/27/ 19:42:49,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-68,0,17,0,38,1,134,80,100,0
2022/09/27/ 19:42:49,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-67,0,17,0,39,1,134,80,100,0
2022/09/27/ 19:42:50,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-68,0,17,0,38,1,134,80,100,0
2022/09/27/ 19:42:50,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-67,0,17,0,39,1,134,80,100,0
2022/09/27/ 19:42:51,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-72,0,17,0,37,1,134,80,100,0
2022/09/27/ 19:42:51,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-68,0,17,0,38,1,134,80,100,0
2022/09/27/ 19:42:52,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-66,0,17,0,39,1,134,80,100,0
2022/09/27/ 19:42:52,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-68,0,17,0,38,1,134,80,100,0
2022/09/27/ 19:42:53,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-67,0,17,0,39,1,134,80,100,0
2022/09/27/ 19:42:53,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:42:53,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:42:54,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:42:54,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:42:55,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:42:55,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:42:56,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:42:56,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:42:57,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:42:57,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:42:58,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:42:58,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:42:58,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:42:59,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:42:59,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:00,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:43:00,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:01,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:01,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:02,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:02,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:43:03,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:03,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:43:03,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:04,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:04,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-63,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:06,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:06,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:43:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:08,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:43:08,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:09,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:43:09,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:10,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:10,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:11,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:11,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:11,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:12,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-33,0,39,1,134,80,100,0
2022/09/27/ 19:43:12,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:13,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:13,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:14,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:14,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-34,0,39,1,134,80,100,0
2022/09/27/ 19:43:15,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-34,0,37,1,134,80,100,0
2022/09/27/ 19:43:15,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-34,0,39,1,134,80,100,0
2022/09/27/ 19:43:16,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-34,0,37,1,134,80,100,0
2022/09/27/ 19:43:16,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-34,0,38,1,134,80,100,0
2022/09/27/ 19:43:16,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-34,0,39,1,134,80,100,0
2022/09/27/ 19:43:17,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-34,0,37,1,134,80,100,0
2022/09/27/ 19:43:17,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-34,0,39,1,134,80,100,0
2022/09/27/ 19:43:18,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-34,0,37,1,134,80,100,0
2022/09/27/ 19:43:18,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-34,0,38,1,134,80,100,0
2022/09/27/ 19:43:19,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-34,0,39,1,134,80,100,0
2022/09/27/ 19:43:19,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-34,0,38,1,134,80,100,0
2022/09/27/ 19:43:20,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-34,0,39,1,134,80,100,0
2022/09/27/ 19:43:20,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-33,-34,0,37,1,134,80,100,0
2022/09/27/ 19:43:20,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-33,-33,0,38,1,134,80,100,0
2022/09/27/ 19:43:21,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-33,-33,0,37,1,134,80,100,0
2022/09/27/ 19:43:22,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-34,0,39,1,134,80,100,0
2022/09/27/ 19:43:22,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-34,0,38,1,134,80,100,0
2022/09/27/ 19:43:23,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-34,0,39,1,134,80,100,0
2022/09/27/ 19:43:23,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-34,0,37,1,134,80,100,0
2022/09/27/ 19:43:23,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-34,0,39,1,134,80,100,0
2022/09/27/ 19:43:24,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-34,-34,0,37,1,134,80,100,0
2022/09/27/ 19:43:24,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-34,0,38,1,134,80,100,0
2022/09/27/ 19:43:25,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-34,0,39,1,134,80,100,0
2022/09/27/ 19:43:25,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-36,-35,0,38,1,134,80,100,0
2022/09/27/ 19:43:26,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-36,-34,0,39,1,134,80,100,0
2022/09/27/ 19:43:26,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-36,-35,0,38,1,134,80,100,0
