Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 21:15:30,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-20,0,38,1,134,96,100,0
2022/09/27/ 21:15:31,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:31,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:32,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:32,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:32,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:33,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:33,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:34,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-63,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:35,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-30,-20,0,38,1,134,96,100,0
2022/09/27/ 21:15:35,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:35,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:36,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:36,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:37,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:37,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:38,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:38,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:39,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-29,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:39,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:40,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:40,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:41,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-29,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:41,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-29,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:42,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-29,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:42,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-31,-20,0,39,1,134,96,100,0
2022/09/27/ 21:15:43,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-31,-20,0,37,1,134,96,100,0
2022/09/27/ 21:15:43,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-20,0,38,1,134,96,100,0
2022/09/27/ 21:15:44,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-31,-20,0,39,1,134,96,100,0
2022/09/27/ 21:15:44,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:45,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:45,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:45,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:46,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:47,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:47,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:47,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:48,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:48,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:49,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:49,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:50,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-63,-29,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:50,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:51,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-29,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:51,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-29,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:52,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-29,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:52,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:53,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:53,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-20,0,38,1,134,96,100,0
2022/09/27/ 21:15:54,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-31,-20,0,38,1,134,96,100,0
2022/09/27/ 21:15:54,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-31,-20,0,39,1,134,96,100,0
2022/09/27/ 21:15:55,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-31,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:55,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:56,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-31,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:56,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:57,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-31,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:57,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-31,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:58,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-31,-19,0,39,1,134,96,100,0
2022/09/27/ 21:15:58,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-31,-19,0,37,1,134,96,100,0
2022/09/27/ 21:15:59,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-31,-19,0,38,1,134,96,100,0
2022/09/27/ 21:15:59,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-31,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:00,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-31,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:00,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-31,-19,0,39,1,134,96,100,0
2022/09/27/ 21:16:01,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-31,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:01,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-19,0,38,1,134,96,100,0
2022/09/27/ 21:16:02,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-31,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:02,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:03,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-20,0,38,1,134,96,100,0
2022/09/27/ 21:16:03,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-20,0,37,1,134,96,100,0
2022/09/27/ 21:16:04,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-20,0,38,1,134,96,100,0
2022/09/27/ 21:16:04,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-20,0,37,1,134,96,100,0
2022/09/27/ 21:16:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-20,0,38,1,134,96,100,0
2022/09/27/ 21:16:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-20,0,39,1,134,96,100,0
2022/09/27/ 21:16:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-30,-20,0,37,1,134,96,100,0
2022/09/27/ 21:16:06,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-19,0,38,1,134,96,100,0
2022/09/27/ 21:16:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-19,0,38,1,134,96,100,0
2022/09/27/ 21:16:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:16:08,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-31,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:08,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-19,0,38,1,134,96,100,0
2022/09/27/ 21:16:09,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-31,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:09,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-19,0,38,1,134,96,100,0
2022/09/27/ 21:16:10,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-31,-19,0,39,1,134,96,100,0
2022/09/27/ 21:16:10,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-20,0,38,1,134,96,100,0
2022/09/27/ 21:16:11,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-30,-20,0,39,1,134,96,100,0
2022/09/27/ 21:16:11,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-20,0,37,1,134,96,100,0
2022/09/27/ 21:16:12,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-20,0,39,1,134,96,100,0
2022/09/27/ 21:16:12,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-20,0,37,1,134,96,100,0
2022/09/27/ 21:16:13,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-20,0,38,1,134,96,100,0
2022/09/27/ 21:16:13,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-20,0,39,1,134,96,100,0
2022/09/27/ 21:16:14,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-20,0,38,1,134,96,100,0
2022/09/27/ 21:16:14,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-20,0,37,1,134,96,100,0
2022/09/27/ 21:16:15,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-20,0,39,1,134,96,100,0
2022/09/27/ 21:16:15,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:16,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:16:16,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:16,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:16:17,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:17,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:16:18,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:16:19,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:16:19,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:19,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:16:20,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:20,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:16:21,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
2022/09/27/ 21:16:21,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-19,0,38,1,134,96,100,0
2022/09/27/ 21:16:22,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-20,0,39,1,134,96,100,0
2022/09/27/ 21:16:22,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-30,-20,0,37,1,134,96,100,0
2022/09/27/ 21:16:23,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:23,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-20,0,38,1,134,96,100,0
2022/09/27/ 21:16:24,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-20,0,39,1,134,96,100,0
2022/09/27/ 21:16:24,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-62,-30,-20,0,37,1,134,96,100,0
2022/09/27/ 21:16:25,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-20,0,39,1,134,96,100,0
2022/09/27/ 21:16:25,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-65,-30,-19,0,37,1,134,96,100,0
2022/09/27/ 21:16:26,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-30,-19,0,39,1,134,96,100,0
