Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 19:27:56,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-40,-32,0,38,1,134,72,100,0
2022/09/27/ 19:27:57,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-40,-25,0,37,1,134,72,100,0
2022/09/27/ 19:27:57,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-40,-25,0,38,1,134,72,100,0
2022/09/27/ 19:27:58,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-40,-25,0,37,1,134,72,100,0
2022/09/27/ 19:27:58,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-40,-25,0,38,1,134,72,100,0
2022/09/27/ 19:27:59,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:27:59,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:00,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-34,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:00,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-34,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:01,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:01,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-34,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:02,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-34,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:02,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:03,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:03,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:03,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-40,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:04,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-41,-26,0,37,1,134,72,100,0
2022/09/27/ 19:28:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-26,0,37,1,134,72,100,0
2022/09/27/ 19:28:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-41,-26,0,38,1,134,72,100,0
2022/09/27/ 19:28:06,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-26,0,37,1,134,72,100,0
2022/09/27/ 19:28:06,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-41,-26,0,38,1,134,72,100,0
2022/09/27/ 19:28:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-40,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:08,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-40,-25,0,38,1,134,72,100,0
2022/09/27/ 19:28:08,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-40,-26,0,38,1,134,72,100,0
2022/09/27/ 19:28:09,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-40,-26,0,37,1,134,72,100,0
2022/09/27/ 19:28:09,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-40,-26,0,38,1,134,72,100,0
2022/09/27/ 19:28:10,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-40,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:10,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-40,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:11,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-40,-25,0,38,1,134,72,100,0
2022/09/27/ 19:28:11,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:12,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-40,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:12,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:13,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:13,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-41,-25,0,38,1,134,72,100,0
2022/09/27/ 19:28:13,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:14,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-41,-25,0,38,1,134,72,100,0
2022/09/27/ 19:28:14,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:15,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-25,0,38,1,134,72,100,0
2022/09/27/ 19:28:15,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:16,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:16,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-35,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:17,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:17,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:18,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:18,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:19,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-41,-25,0,38,1,134,72,100,0
2022/09/27/ 19:28:19,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:20,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:20,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-40,-32,0,37,1,134,72,100,0
2022/09/27/ 19:28:21,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:21,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-32,0,37,1,134,72,100,0
2022/09/27/ 19:28:22,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-41,-26,0,37,1,134,72,100,0
2022/09/27/ 19:28:22,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-40,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:23,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-40,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:23,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-40,-32,0,37,1,134,72,100,0
2022/09/27/ 19:28:24,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-40,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:24,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-37,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:25,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:25,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:26,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:26,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:26,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:27,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:27,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:28,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-40,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:28,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:29,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:29,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-32,0,37,1,134,72,100,0
2022/09/27/ 19:28:30,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:30,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-32,0,37,1,134,72,100,0
2022/09/27/ 19:28:31,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:31,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-32,0,37,1,134,72,100,0
2022/09/27/ 19:28:32,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-32,0,37,1,134,72,100,0
2022/09/27/ 19:28:32,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:33,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:33,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-36,-32,0,37,1,134,72,100,0
2022/09/27/ 19:28:34,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:34,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-36,-32,0,37,1,134,72,100,0
2022/09/27/ 19:28:35,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:35,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-36,-32,0,37,1,134,72,100,0
2022/09/27/ 19:28:36,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:36,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-34,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:37,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:37,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-32,0,37,1,134,72,100,0
2022/09/27/ 19:28:38,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:38,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:38,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:39,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:39,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-33,0,38,1,134,72,100,0
2022/09/27/ 19:28:40,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-33,0,37,1,134,72,100,0
2022/09/27/ 19:28:40,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-41,-25,0,37,1,134,72,100,0
2022/09/27/ 19:28:41,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-32,0,38,1,134,72,100,0
2022/09/27/ 19:28:41,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-35,-33,0,38,1,134,72,100,0
