Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 21:13:36,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-8,-24,0,39,1,134,96,100,0
2022/09/27/ 21:13:37,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-71,-8,-24,0,37,1,134,96,100,0
2022/09/27/ 21:13:37,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-67,-8,-24,0,38,1,134,96,100,0
2022/09/27/ 21:13:38,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-8,-24,0,39,1,134,96,100,0
2022/09/27/ 21:13:38,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-67,-8,-24,0,38,1,134,96,100,0
2022/09/27/ 21:13:39,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-71,-8,-24,0,37,1,134,96,100,0
2022/09/27/ 21:13:39,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-67,-8,-24,0,38,1,134,96,100,0
2022/09/27/ 21:13:39,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-8,-24,0,39,1,134,96,100,0
2022/09/27/ 21:13:40,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-71,-8,-24,0,37,1,134,96,100,0
2022/09/27/ 21:13:40,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-8,-24,0,39,1,134,96,100,0
2022/09/27/ 21:13:41,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-29,-19,0,39,1,134,96,100,0
2022/09/27/ 21:13:41,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-29,-19,0,38,1,134,96,100,0
2022/09/27/ 21:13:42,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-29,-19,0,39,1,134,96,100,0
