Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/28/ 01:50:35,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-63,-33,61,0,37,1,134,114,100,0
2022/09/28/ 01:50:35,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-70,-33,61,0,39,1,134,114,100,0
2022/09/28/ 01:50:36,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-33,61,0,38,1,134,114,100,0
2022/09/28/ 01:50:36,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-70,-33,61,0,39,1,134,114,100,0
2022/09/28/ 01:50:37,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-33,62,0,38,1,134,114,100,0
2022/09/28/ 01:50:37,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-33,62,0,38,1,134,114,100,0
2022/09/28/ 01:50:37,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-63,-33,62,0,37,1,134,114,100,0
2022/09/28/ 01:50:38,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-33,62,0,38,1,134,114,100,0
2022/09/28/ 01:50:38,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-63,-33,62,0,37,1,134,114,100,0
2022/09/28/ 01:50:39,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-63,-34,62,0,37,1,134,114,100,0
2022/09/28/ 01:50:39,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-27,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:40,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-27,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:40,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-27,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:41,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-27,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:41,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-27,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:42,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-27,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:42,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-27,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:42,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-27,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:43,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-27,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:43,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-63,-27,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:44,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-27,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:44,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-27,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:45,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-27,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:45,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-27,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:46,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-27,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:46,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-27,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:46,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-28,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:47,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-28,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:47,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-28,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:48,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-28,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:48,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-28,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:49,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-28,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:49,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-28,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:50,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-28,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:50,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-28,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:50,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-28,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:51,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-28,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:51,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-27,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:52,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-28,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:52,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-28,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:53,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-27,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:53,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-27,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:54,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-27,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:54,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-28,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:55,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-27,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:55,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-27,-20,0,37,1,134,114,100,0
2022/09/28/ 01:50:55,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-27,-20,0,38,1,134,114,100,0
2022/09/28/ 01:50:56,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-27,-20,0,39,1,134,114,100,0
2022/09/28/ 01:50:56,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-27,-20,0,38,1,134,114,100,0
