Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 19:44:42,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-36,-35,0,39,1,134,80,100,0
2022/09/27/ 19:44:42,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-36,-35,0,37,1,134,80,100,0
2022/09/27/ 19:44:42,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-35,0,39,1,134,80,100,0
2022/09/27/ 19:44:43,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-35,0,37,1,134,80,100,0
2022/09/27/ 19:44:44,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-36,-35,0,37,1,134,80,100,0
2022/09/27/ 19:44:44,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-36,-35,0,38,1,134,80,100,0
2022/09/27/ 19:44:44,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-36,-35,0,37,1,134,80,100,0
2022/09/27/ 19:44:45,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-36,-35,0,38,1,134,80,100,0
2022/09/27/ 19:44:45,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-36,-35,0,39,1,134,80,100,0
2022/09/27/ 19:44:46,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-36,-35,0,37,1,134,80,100,0
2022/09/27/ 19:44:46,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-36,-35,0,37,1,134,80,100,0
2022/09/27/ 19:44:47,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-36,-35,0,38,1,134,80,100,0
2022/09/27/ 19:44:47,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-36,-34,0,38,1,134,80,100,0
2022/09/27/ 19:44:48,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:44:48,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-36,-34,0,38,1,134,80,100,0
2022/09/27/ 19:44:49,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:44:49,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-36,-34,0,38,1,134,80,100,0
2022/09/27/ 19:44:50,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:44:50,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-34,0,38,1,134,80,100,0
2022/09/27/ 19:44:51,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-35,-34,0,39,1,134,80,100,0
2022/09/27/ 19:44:51,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:44:52,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-34,0,38,1,134,80,100,0
2022/09/27/ 19:44:52,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:44:53,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-35,-34,0,39,1,134,80,100,0
2022/09/27/ 19:44:53,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:44:53,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-34,0,38,1,134,80,100,0
2022/09/27/ 19:44:54,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-35,-34,0,39,1,134,80,100,0
2022/09/27/ 19:44:54,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-34,0,38,1,134,80,100,0
2022/09/27/ 19:44:55,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:44:55,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:44:56,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-34,0,38,1,134,80,100,0
2022/09/27/ 19:44:56,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-35,-35,0,39,1,134,80,100,0
2022/09/27/ 19:44:57,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-35,0,38,1,134,80,100,0
2022/09/27/ 19:44:57,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:44:58,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-35,0,38,1,134,80,100,0
2022/09/27/ 19:44:58,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-35,-35,0,39,1,134,80,100,0
2022/09/27/ 19:44:59,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-35,0,38,1,134,80,100,0
2022/09/27/ 19:44:59,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-35,-35,0,37,1,134,80,100,0
2022/09/27/ 19:45:00,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-34,-34,0,37,1,134,80,100,0
2022/09/27/ 19:45:00,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-34,-34,0,38,1,134,80,100,0
2022/09/27/ 19:45:01,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-35,-34,0,39,1,134,80,100,0
2022/09/27/ 19:45:01,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-34,0,38,1,134,80,100,0
2022/09/27/ 19:45:02,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-35,-34,0,39,1,134,80,100,0
2022/09/27/ 19:45:02,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:45:02,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-36,-34,0,38,1,134,80,100,0
2022/09/27/ 19:45:03,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:45:04,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-35,-35,0,37,1,134,80,100,0
2022/09/27/ 19:45:04,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:45:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-34,0,38,1,134,80,100,0
2022/09/27/ 19:45:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-35,-34,0,39,1,134,80,100,0
2022/09/27/ 19:45:06,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:45:06,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-35,-34,0,37,1,134,80,100,0
2022/09/27/ 19:45:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-35,-34,0,38,1,134,80,100,0
2022/09/27/ 19:45:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-36,-34,0,39,1,134,80,100,0
