,hora,Id_tag,Id_Ant,RSSI,Ang_azimuth,Ang_elevacion,Canal,Altura_ant(cm),Distancia_entre_ant_tag(cm),Error_dato_medido,Distancia_entre_ant
0,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-47,37,-45,39,170,82,1,160
1,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-54,37,-46,37,170,82,1,160
2,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-49,37,-46,38,170,82,1,160
3,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-54,36,-46,37,170,82,1,160
4,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-48,37,-46,39,170,82,1,160
5,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,36,-46,37,170,82,1,160
6,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-46,37,-46,39,170,82,1,160
7,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-53,36,-46,37,170,82,1,160
8,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,36,-47,38,170,82,1,160
9,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-46,37,-47,39,170,82,1,160
10,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-49,37,-47,38,170,82,1,160
11,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-47,26,-40,39,170,82,1,160
12,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-55,26,-48,38,170,82,1,160
13,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-47,26,-50,39,170,82,1,160
14,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,26,-51,37,170,82,1,160
15,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-55,26,-51,38,170,82,1,160
16,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,26,-53,37,170,82,1,160
17,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,26,-53,38,170,82,1,160
18,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-48,26,-53,39,170,82,1,160
19,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,29,-54,38,170,82,1,160
20,2022/12/05/ 19:40:35,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-48,30,-54,39,170,82,1,160
21,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-64,30,-55,37,170,82,1,160
22,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,30,-55,38,170,82,1,160
23,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,30,-59,37,170,82,1,160
24,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,30,-59,38,170,82,1,160
25,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-49,30,-55,39,170,82,1,160
26,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,29,-59,37,170,82,1,160
27,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-48,26,-55,39,170,82,1,160
28,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,26,-59,37,170,82,1,160
29,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,26,-59,38,170,82,1,160
30,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-49,26,-59,39,170,82,1,160
31,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-67,25,-59,37,170,82,1,160
32,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,25,-61,38,170,82,1,160
33,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,25,-61,39,170,82,1,160
34,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,24,-61,38,170,82,1,160
35,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,20,-61,39,170,82,1,160
36,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,15,-61,37,170,82,1,160
37,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,15,-61,39,170,82,1,160
38,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,15,-64,38,170,82,1,160
39,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-51,15,-64,39,170,82,1,160
40,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-64,15,-67,37,170,82,1,160
41,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,15,-68,38,170,82,1,160
42,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,15,-68,37,170,82,1,160
43,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,15,-72,38,170,82,1,160
44,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,15,-72,39,170,82,1,160
45,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,-3,-72,37,170,82,1,160
46,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,-3,-72,39,170,82,1,160
47,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,-4,-72,37,170,82,1,160
48,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,-4,-68,38,170,82,1,160
49,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,-4,-68,39,170,82,1,160
50,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,15,-60,38,170,82,1,160
51,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,15,-56,39,170,82,1,160
52,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,15,-56,37,170,82,1,160
53,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,15,-56,38,170,82,1,160
54,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,15,-56,37,170,82,1,160
55,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,15,-56,38,170,82,1,160
56,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,15,-46,39,170,82,1,160
57,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-64,15,-56,37,170,82,1,160
58,2022/12/05/ 19:40:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,17,-46,39,170,82,1,160
59,2022/12/05/ 19:40:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,17,-46,37,170,82,1,160
60,2022/12/05/ 19:40:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,17,-46,39,170,82,1,160
61,2022/12/05/ 19:40:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-46,38,170,82,1,160
62,2022/12/05/ 19:40:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-64,20,-56,37,170,82,1,160
63,2022/12/05/ 19:40:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,20,-56,38,170,82,1,160
64,2022/12/05/ 19:40:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,20,-56,39,170,82,1,160
65,2022/12/05/ 19:40:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,20,-56,38,170,82,1,160
66,2022/12/05/ 19:40:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-50,20,-56,39,170,82,1,160
