,hora,Id_tag,Id_Ant,RSSI,Ang_azimuth,Ang_elevacion,Canal,Altura_ant(cm),Distancia_entre_ant_tag(cm),Error_dato_medido,Distancia_entre_ant
0,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,30,36,37,170,228,1,120
1,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-73,30,39,38,170,228,1,120
2,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,29,36,37,170,228,1,120
3,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-68,29,36,39,170,228,1,120
4,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,29,36,37,170,228,1,120
5,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-72,29,39,38,170,228,1,120
6,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,29,39,39,170,228,1,120
7,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-72,28,40,38,170,228,1,120
8,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-67,28,40,39,170,228,1,120
9,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,28,40,37,170,228,1,120
10,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-70,28,43,38,170,228,1,120
11,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-20,37,170,228,1,120
12,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,42,-20,37,170,228,1,120
13,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-20,38,170,228,1,120
14,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,42,-20,37,170,228,1,120
15,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-20,37,170,228,1,120
16,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-20,38,170,228,1,120
17,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-20,38,170,228,1,120
18,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-20,37,170,228,1,120
19,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-59,42,-19,38,170,228,1,120
20,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
21,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-20,37,170,228,1,120
22,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-59,42,-19,38,170,228,1,120
23,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-20,37,170,228,1,120
24,2022/12/08/ 21:38:22,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-59,42,-19,38,170,228,1,120
25,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
26,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-19,37,170,228,1,120
27,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-4,38,170,228,1,120
28,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-19,37,170,228,1,120
29,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
30,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,42,-19,37,170,228,1,120
31,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
32,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,42,-19,37,170,228,1,120
33,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,42,-19,37,170,228,1,120
34,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
35,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-19,37,170,228,1,120
36,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,42,-19,37,170,228,1,120
37,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-59,42,-19,38,170,228,1,120
38,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,42,-19,37,170,228,1,120
39,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
40,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-19,37,170,228,1,120
41,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,42,-19,37,170,228,1,120
42,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
43,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-59,42,-19,38,170,228,1,120
44,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-19,37,170,228,1,120
45,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
46,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-19,37,170,228,1,120
47,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-59,42,-19,38,170,228,1,120
48,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,42,-19,37,170,228,1,120
49,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
50,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,42,-19,37,170,228,1,120
51,2022/12/08/ 21:38:23,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-59,42,-19,38,170,228,1,120
52,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
53,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,42,-19,37,170,228,1,120
54,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
55,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,37,170,228,1,120
56,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,42,-19,38,170,228,1,120
57,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,41,-19,38,170,228,1,120
58,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,41,-19,37,170,228,1,120
59,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,41,-7,38,170,228,1,120
60,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,41,-19,37,170,228,1,120
61,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,41,-7,38,170,228,1,120
62,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,41,-7,37,170,228,1,120
63,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,41,-7,38,170,228,1,120
64,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,41,-7,37,170,228,1,120
65,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,41,-7,38,170,228,1,120
66,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,41,-7,37,170,228,1,120
67,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,41,-7,37,170,228,1,120
68,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,41,-7,38,170,228,1,120
69,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,41,-7,38,170,228,1,120
70,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,41,-7,37,170,228,1,120
71,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,41,-7,38,170,228,1,120
72,2022/12/08/ 21:38:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,41,-7,38,170,228,1,120
