,hora,Id_tag,Id_Ant,RSSI,Ang_azimuth,Ang_elevacion,Canal,Altura_ant(cm),Distancia_entre_ant_tag(cm),Error_dato_medido,Distancia_entre_ant
0,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-70,30,-25,38,170,244,0,120
1,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,30,-25,39,170,244,0,120
2,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,30,-25,37,170,244,0,120
3,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-70,30,-25,38,170,244,0,120
4,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,30,-25,39,170,244,0,120
5,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,30,-25,37,170,244,0,120
6,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-70,30,-25,38,170,244,0,120
7,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,30,-25,39,170,244,0,120
8,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,30,-25,37,170,244,0,120
9,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-70,30,-25,38,170,244,0,120
10,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,30,-25,39,170,244,0,120
11,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-69,23,-24,38,170,244,0,120
12,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,23,-24,39,170,244,0,120
13,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,23,-24,37,170,244,0,120
14,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-68,23,-24,38,170,244,0,120
15,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,23,-24,39,170,244,0,120
16,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,23,-24,37,170,244,0,120
17,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-68,23,-24,38,170,244,0,120
18,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,23,-24,39,170,244,0,120
19,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,23,-24,37,170,244,0,120
20,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-69,23,-24,38,170,244,0,120
21,2022/12/09/ 14:57:24,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,23,-24,39,170,244,0,120
22,2022/12/09/ 14:57:25,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,23,-24,37,170,244,0,120
23,2022/12/09/ 14:57:25,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-70,23,-24,38,170,244,0,120
24,2022/12/09/ 14:57:25,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-64,23,-24,39,170,244,0,120
25,2022/12/09/ 14:57:25,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,23,-24,37,170,244,0,120
26,2022/12/09/ 14:57:25,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-70,23,-24,38,170,244,0,120
27,2022/12/09/ 14:57:25,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-64,23,-24,39,170,244,0,120
28,2022/12/09/ 14:57:25,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,23,-24,37,170,244,0,120
29,2022/12/09/ 14:57:25,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-70,23,-24,38,170,244,0,120
30,2022/12/09/ 14:57:25,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,23,-24,39,170,244,0,120
31,2022/12/09/ 14:57:25,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,23,-24,37,170,244,0,120
32,2022/12/09/ 14:57:25,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-69,23,-24,38,170,244,0,120
