Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visión libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medición
2022/09/22/ 19:09:04,+UUDF:CCF957966B2C,:CCF957966B2C,-53,1,-9,0,39,1,134,120,100,0
2022/09/22/ 19:09:04,+UUDF:CCF957966B2C,:CCF957966B2C,-52,1,-9,0,39,1,134,120,100,0
2022/09/22/ 19:09:05,+UUDF:CCF957966B2C,:CCF957966B2C,-52,1,-9,0,39,1,134,120,100,0
2022/09/22/ 19:09:05,+UUDF:CCF957966B2C,:CCF957966B2C,-51,1,-9,0,39,1,134,120,100,0
2022/09/22/ 19:09:06,+UUDF:CCF957966B2C,:CCF957966B2C,-52,0,-10,0,39,1,134,120,100,0
2022/09/22/ 19:09:06,+UUDF:CCF957966B2C,:CCF957966B2C,-54,1,-10,0,39,1,134,120,100,0
2022/09/22/ 19:09:07,+UUDF:CCF957966B2C,:CCF957966B2C,-54,0,-10,0,39,1,134,120,100,0
2022/09/22/ 19:09:07,+UUDF:CCF957966B2C,:CCF957966B2C,-52,1,-10,0,39,1,134,120,100,0
2022/09/22/ 19:09:08,+UUDF:CCF957966B2C,:CCF957966B2C,-62,1,-10,0,38,1,134,120,100,0
2022/09/22/ 19:09:08,+UUDF:CCF957966B2C,:CCF957966B2C,-54,1,-10,0,39,1,134,120,100,0
2022/09/22/ 19:09:09,+UUDF:CCF957966B2C,:CCF957966B2C,-62,1,-10,0,38,1,134,120,100,0
2022/09/22/ 19:09:09,+UUDF:CCF957966B2C,:CCF957966B2C,-52,1,-10,0,39,1,134,120,100,0
2022/09/22/ 19:09:09,+UUDF:CCF957966B2C,:CCF957966B2C,-62,1,-10,0,38,1,134,120,100,0
2022/09/22/ 19:09:10,+UUDF:CCF957966B2C,:CCF957966B2C,-61,1,-10,0,38,1,134,120,100,0
