Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visión libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medición
2022/09/22/ 14:43:57,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-11,0,39,0,134,150,100,1
2022/09/22/ 14:43:57,+UUDF:CCF957966B2C,:CCF957966B2C,-56,7,-11,0,38,0,134,150,100,1
2022/09/22/ 14:43:57,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-11,0,39,0,134,150,100,1
2022/09/22/ 14:43:58,+UUDF:CCF957966B2C,:CCF957966B2C,-56,7,-11,0,38,0,134,150,100,1
2022/09/22/ 14:43:58,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-11,0,39,0,134,150,100,1
2022/09/22/ 14:43:59,+UUDF:CCF957966B2C,:CCF957966B2C,-56,7,-11,0,38,0,134,150,100,1
2022/09/22/ 14:43:59,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-11,0,39,0,134,150,100,1
2022/09/22/ 14:44:00,+UUDF:CCF957966B2C,:CCF957966B2C,-56,7,-11,0,38,0,134,150,100,1
2022/09/22/ 14:44:00,+UUDF:CCF957966B2C,:CCF957966B2C,-53,7,-11,0,39,0,134,150,100,1
2022/09/22/ 14:44:01,+UUDF:CCF957966B2C,:CCF957966B2C,-56,7,-11,0,38,0,134,150,100,1
2022/09/22/ 14:44:01,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-11,0,39,0,134,150,100,1
2022/09/22/ 14:44:01,+UUDF:CCF957966B2C,:CCF957966B2C,-79,-11,-38,0,38,0,134,150,100,1
2022/09/22/ 14:44:02,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-10,-38,0,37,0,134,150,100,1
2022/09/22/ 14:44:02,+UUDF:CCF957966B2C,:CCF957966B2C,-80,-11,-38,0,38,0,134,150,100,1
2022/09/22/ 14:44:03,+UUDF:CCF957966B2C,:CCF957966B2C,-63,-11,-38,0,39,0,134,150,100,1
2022/09/22/ 14:44:03,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,-38,0,37,0,134,150,100,1
2022/09/22/ 14:44:04,+UUDF:CCF957966B2C,:CCF957966B2C,-64,-11,-37,0,39,0,134,150,100,1
2022/09/22/ 14:44:04,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,-38,0,37,0,134,150,100,1
2022/09/22/ 14:44:05,+UUDF:CCF957966B2C,:CCF957966B2C,-64,-11,-37,0,39,0,134,150,100,1
2022/09/22/ 14:44:05,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,-38,0,37,0,134,150,100,1
2022/09/22/ 14:44:06,+UUDF:CCF957966B2C,:CCF957966B2C,-64,-12,-38,0,39,0,134,150,100,1
2022/09/22/ 14:44:06,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-12,-37,0,37,0,134,150,100,1
2022/09/22/ 14:44:06,+UUDF:CCF957966B2C,:CCF957966B2C,-77,-12,-37,0,38,0,134,150,100,1
2022/09/22/ 14:44:07,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-13,-37,0,39,0,134,150,100,1
2022/09/22/ 14:44:07,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-13,-37,0,39,0,134,150,100,1
2022/09/22/ 14:44:08,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-13,-37,0,37,0,134,150,100,1
2022/09/22/ 14:44:08,+UUDF:CCF957966B2C,:CCF957966B2C,-79,-13,-37,0,38,0,134,150,100,1
2022/09/22/ 14:44:09,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-13,-37,0,39,0,134,150,100,1
2022/09/22/ 14:44:09,+UUDF:CCF957966B2C,:CCF957966B2C,-78,-13,-37,0,38,0,134,150,100,1
2022/09/22/ 14:44:10,+UUDF:CCF957966B2C,:CCF957966B2C,-67,-13,-37,0,39,0,134,150,100,1
2022/09/22/ 14:44:10,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-13,-37,0,37,0,134,150,100,1
2022/09/22/ 14:44:10,+UUDF:CCF957966B2C,:CCF957966B2C,-67,-13,-37,0,39,0,134,150,100,1
2022/09/22/ 14:44:11,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-13,-37,0,37,0,134,150,100,1
2022/09/22/ 14:44:11,+UUDF:CCF957966B2C,:CCF957966B2C,-79,-11,-37,0,38,0,134,150,100,1
2022/09/22/ 14:44:12,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-11,-38,0,39,0,134,150,100,1
2022/09/22/ 14:44:12,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,-37,0,37,0,134,150,100,1
2022/09/22/ 14:44:13,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-9,-37,0,37,0,134,150,100,1
2022/09/22/ 14:44:13,+UUDF:CCF957966B2C,:CCF957966B2C,-81,-11,-37,0,38,0,134,150,100,1
2022/09/22/ 14:44:14,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-11,-37,0,39,0,134,150,100,1
2022/09/22/ 14:44:14,+UUDF:CCF957966B2C,:CCF957966B2C,-81,-11,-37,0,38,0,134,150,100,1
2022/09/22/ 14:44:14,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-11,-37,0,39,0,134,150,100,1
2022/09/22/ 14:44:15,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-10,-37,0,37,0,134,150,100,1
2022/09/22/ 14:44:15,+UUDF:CCF957966B2C,:CCF957966B2C,-81,-10,-37,0,38,0,134,150,100,1
2022/09/22/ 14:44:16,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-9,-37,0,37,0,134,150,100,1
2022/09/22/ 14:44:16,+UUDF:CCF957966B2C,:CCF957966B2C,-84,-9,-37,0,38,0,134,150,100,1
2022/09/22/ 14:44:17,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-8,-37,0,37,0,134,150,100,1
2022/09/22/ 14:44:17,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-9,-37,0,39,0,134,150,100,1
2022/09/22/ 14:44:18,+UUDF:CCF957966B2C,:CCF957966B2C,-84,-9,-37,0,38,0,134,150,100,1
2022/09/22/ 14:44:18,+UUDF:CCF957966B2C,:CCF957966B2C,-83,-9,-39,0,38,0,134,150,100,1
2022/09/22/ 14:44:19,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-10,-39,0,39,0,134,150,100,1
2022/09/22/ 14:44:19,+UUDF:CCF957966B2C,:CCF957966B2C,-83,-9,-40,0,38,0,134,150,100,1
2022/09/22/ 14:44:19,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-10,-40,0,39,0,134,150,100,1
2022/09/22/ 14:44:20,+UUDF:CCF957966B2C,:CCF957966B2C,-83,-10,-41,0,38,0,134,150,100,1
2022/09/22/ 14:44:20,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-10,-42,0,39,0,134,150,100,1
2022/09/22/ 14:44:21,+UUDF:CCF957966B2C,:CCF957966B2C,-82,-10,-42,0,38,0,134,150,100,1
2022/09/22/ 14:44:21,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-11,-42,0,39,0,134,150,100,1
