Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visi�n libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medici�n
2022/09/19/ 00:17:09,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-9,-28,0,37,0,134,60,130,1
2022/09/19/ 00:17:10,+UUDF:CCF957966B2C,:CCF957966B2C,-62,-9,-28,0,38,0,134,60,130,1
2022/09/19/ 00:17:10,+UUDF:CCF957966B2C,:CCF957966B2C,-57,-9,-28,0,39,0,134,60,130,1
2022/09/19/ 00:17:10,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-9,-28,0,37,0,134,60,130,1
2022/09/19/ 00:17:11,+UUDF:CCF957966B2C,:CCF957966B2C,-62,-9,-28,0,38,0,134,60,130,1
2022/09/19/ 00:17:11,+UUDF:CCF957966B2C,:CCF957966B2C,-57,-9,-28,0,39,0,134,60,130,1
2022/09/19/ 00:17:12,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-9,-28,0,37,0,134,60,130,1
2022/09/19/ 00:17:12,+UUDF:CCF957966B2C,:CCF957966B2C,-63,-9,-28,0,38,0,134,60,130,1
2022/09/19/ 00:17:13,+UUDF:CCF957966B2C,:CCF957966B2C,-57,-9,-28,0,39,0,134,60,130,1
2022/09/19/ 00:17:13,+UUDF:CCF957966B2C,:CCF957966B2C,-67,-9,-28,0,37,0,134,60,130,1
2022/09/19/ 00:17:14,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-10,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:14,+UUDF:CCF957966B2C,:CCF957966B2C,-71,-10,41,0,37,0,134,60,130,1
2022/09/19/ 00:17:15,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-10,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:15,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-10,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:16,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-10,41,0,37,0,134,60,130,1
2022/09/19/ 00:17:16,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-10,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:17,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:17,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-10,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:17,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:18,+UUDF:CCF957966B2C,:CCF957966B2C,-67,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:18,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:19,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:19,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:20,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:20,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:21,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:21,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:22,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:22,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:23,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:23,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:24,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:24,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:24,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:25,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:25,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:26,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:26,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:27,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:27,+UUDF:CCF957966B2C,:CCF957966B2C,-65,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:28,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:28,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:29,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:29,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:30,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:30,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:30,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:31,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:31,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:32,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:32,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:33,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:33,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:34,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:34,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:35,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:35,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:36,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:36,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:36,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:37,+UUDF:CCF957966B2C,:CCF957966B2C,-67,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:37,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:38,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:38,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:39,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:39,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:40,+UUDF:CCF957966B2C,:CCF957966B2C,-67,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:40,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:41,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:41,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-11,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:42,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-11,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:42,+UUDF:CCF957966B2C,:CCF957966B2C,-67,-11,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:43,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-10,42,0,37,0,134,60,130,1
2022/09/19/ 00:17:43,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-10,42,0,38,0,134,60,130,1
2022/09/19/ 00:17:43,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-10,42,0,39,0,134,60,130,1
2022/09/19/ 00:17:44,+UUDF:CCF957966B2C,:CCF957966B2C,-66,-10,43,0,39,0,134,60,130,1
2022/09/19/ 00:17:45,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-10,43,0,37,0,134,60,130,1
2022/09/19/ 00:17:45,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-10,43,0,38,0,134,60,130,1
2022/09/19/ 00:17:46,+UUDF:CCF957966B2C,:CCF957966B2C,-67,-10,43,0,39,0,134,60,130,1
2022/09/19/ 00:17:46,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-10,43,0,37,0,134,60,130,1
2022/09/19/ 00:17:47,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-10,43,0,38,0,134,60,130,1
2022/09/19/ 00:17:47,+UUDF:CCF957966B2C,:CCF957966B2C,-72,-10,43,0,37,0,134,60,130,1
2022/09/19/ 00:17:48,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-10,43,0,38,0,134,60,130,1
2022/09/19/ 00:17:49,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-14,40,0,37,0,134,60,130,1
2022/09/19/ 00:17:49,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-14,40,0,38,0,134,60,130,1
2022/09/19/ 00:17:49,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-14,40,0,39,0,134,60,130,1
2022/09/19/ 00:17:50,+UUDF:CCF957966B2C,:CCF957966B2C,-70,-14,40,0,37,0,134,60,130,1
2022/09/19/ 00:17:50,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-14,40,0,38,0,134,60,130,1
2022/09/19/ 00:17:51,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-14,40,0,39,0,134,60,130,1
2022/09/19/ 00:17:51,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-13,40,0,38,0,134,60,130,1
2022/09/19/ 00:17:52,+UUDF:CCF957966B2C,:CCF957966B2C,-68,-14,40,0,39,0,134,60,130,1
2022/09/19/ 00:17:53,+UUDF:CCF957966B2C,:CCF957966B2C,-78,-3,-32,0,38,0,134,60,130,1
2022/09/19/ 00:17:53,+UUDF:CCF957966B2C,:CCF957966B2C,-80,-3,-32,0,39,0,134,60,130,1
2022/09/19/ 00:17:54,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-2,-32,0,37,0,134,60,130,1
2022/09/19/ 00:17:54,+UUDF:CCF957966B2C,:CCF957966B2C,-76,-2,-32,0,38,0,134,60,130,1
2022/09/19/ 00:17:55,+UUDF:CCF957966B2C,:CCF957966B2C,-78,-2,-32,0,39,0,134,60,130,1
2022/09/19/ 00:17:55,+UUDF:CCF957966B2C,:CCF957966B2C,-73,-2,-32,0,37,0,134,60,130,1
2022/09/19/ 00:17:55,+UUDF:CCF957966B2C,:CCF957966B2C,-76,-2,-32,0,38,0,134,60,130,1
2022/09/19/ 00:17:56,+UUDF:CCF957966B2C,:CCF957966B2C,-76,-2,-31,0,39,0,134,60,130,1
2022/09/19/ 00:17:56,+UUDF:CCF957966B2C,:CCF957966B2C,-74,-1,-31,0,37,0,134,60,130,1
2022/09/19/ 00:17:57,+UUDF:CCF957966B2C,:CCF957966B2C,-79,-4,-27,0,38,0,134,60,130,1
2022/09/19/ 00:17:58,+UUDF:CCF957966B2C,:CCF957966B2C,-75,-3,-28,0,39,0,134,60,130,1
2022/09/19/ 00:17:58,+UUDF:CCF957966B2C,:CCF957966B2C,-69,-4,-28,0,37,0,134,60,130,1
2022/09/19/ 00:17:59,+UUDF:CCF957966B2C,:CCF957966B2C,-77,-4,-28,0,38,0,134,60,130,1
