,_id,hora,Id_tag,Id_Ant,RSSI,Ang_azimuth,Ang_elevacion,Canal,Altura_ant(cm),Distancia_entre_ant_tag(cm),Error_dato_medido,Distancia_entre_ant,Distancia_ant_tag
0,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
1,63927ae22c578993a2cd486e,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,19,-18,37,170,297,0,160,672
2,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
3,63927ae22c578993a2cd486c,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,19,-18,37,170,297,0,160,672
4,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
5,63927ae22c578993a2cd486a,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,19,-18,37,170,297,0,160,672
6,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
7,63927ae22c578993a2cd4868,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,19,-18,38,170,297,0,160,672
8,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
9,63927ae22c578993a2cd4866,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,20,-18,37,170,297,0,160,621
10,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
11,63927ae22c578993a2cd4864,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,621
12,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
13,63927ae22c578993a2cd4862,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,621
14,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
15,63927ae22c578993a2cd4860,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,621
16,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
17,63927ae22c578993a2cd485e,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
18,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
19,63927ae22c578993a2cd485c,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-59,19,-18,37,170,297,0,160,672
20,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
21,63927ae22c578993a2cd485a,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,20,-18,37,170,297,0,160,621
22,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
23,63927ae22c578993a2cd4858,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,621
24,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
25,63927ae22c578993a2cd4856,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,621
26,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
27,63927ae22c578993a2cd4854,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,621
28,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
29,63927ae22c578993a2cd4852,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,19,-18,37,170,297,0,160,672
30,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
31,63927ae22c578993a2cd4850,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,20,-18,37,170,297,0,160,621
32,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
33,63927ae22c578993a2cd484e,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,20,-18,37,170,297,0,160,621
34,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
35,63927ae22c578993a2cd484c,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,621
36,63927ae32c578993a2cd50e8,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,-18,38,170,224,0,160,657
37,63927ae22c578993a2cd484a,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,621
38,63927ae32c578993a2cd50e7,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,657
39,63927ae22c578993a2cd486d,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,19,-18,38,170,297,0,160,672
40,63927ae32c578993a2cd50e7,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,657
41,63927ae22c578993a2cd4869,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
42,63927ae32c578993a2cd50e7,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,657
43,63927ae22c578993a2cd4865,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,621
44,63927ae32c578993a2cd50e7,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,657
45,63927ae22c578993a2cd4861,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,20,-18,37,170,297,0,160,621
46,63927ae32c578993a2cd50e7,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,657
47,63927ae22c578993a2cd485d,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,19,-18,38,170,297,0,160,672
48,63927ae32c578993a2cd50e7,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,657
49,63927ae22c578993a2cd4859,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,621
50,63927ae32c578993a2cd50e7,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,657
51,63927ae22c578993a2cd4855,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,20,-18,37,170,297,0,160,621
52,63927ae32c578993a2cd50e7,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,657
53,63927ae22c578993a2cd4851,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,621
54,63927ae32c578993a2cd50e7,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,657
55,63927ae22c578993a2cd484d,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,621
56,63927ae32c578993a2cd50e6,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
57,63927ae22c578993a2cd486b,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
58,63927ae32c578993a2cd50e6,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
59,63927ae22c578993a2cd4863,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,19,-18,37,170,297,0,160,672
60,63927ae32c578993a2cd50e6,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
61,63927ae22c578993a2cd485b,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,621
62,63927ae32c578993a2cd50e6,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
63,63927ae22c578993a2cd4853,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,621
64,63927ae32c578993a2cd50e6,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
65,63927ae22c578993a2cd484b,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,20,-18,37,170,297,0,160,621
66,63927ae32c578993a2cd50e5,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
67,63927ae22c578993a2cd4867,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,19,-18,37,170,297,0,160,672
68,63927ae32c578993a2cd50e5,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
69,63927ae22c578993a2cd4857,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,19,-18,37,170,297,0,160,672
70,63927ae32c578993a2cd50e4,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,657
71,63927ae22c578993a2cd485f,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,621
72,63927ae32c578993a2cd50e3,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
73,63927ae22c578993a2cd484f,2022/12/05/ 03:54:21,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,621
74,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
75,63927ae22c578993a2cd4849,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,20,-18,37,170,297,0,160,621
76,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
77,63927ae22c578993a2cd4847,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,621
78,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
79,63927ae22c578993a2cd4845,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,621
80,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
81,63927ae22c578993a2cd4843,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,621
82,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
83,63927ae22c578993a2cd4841,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
84,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
85,63927ae22c578993a2cd483f,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-64,19,-18,37,170,297,0,160,672
86,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
87,63927ae22c578993a2cd483d,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,19,-18,37,170,297,0,160,672
88,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
89,63927ae22c578993a2cd483b,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,19,-18,38,170,297,0,160,672
90,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
91,63927ae22c578993a2cd4839,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,19,-18,38,170,297,0,160,672
92,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
93,63927ae22c578993a2cd4837,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
94,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
95,63927ae22c578993a2cd4835,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
96,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
97,63927ae22c578993a2cd4833,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,19,-18,37,170,297,0,160,672
98,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
99,63927ae22c578993a2cd4831,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,19,-18,37,170,297,0,160,672
100,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
101,63927ae22c578993a2cd482f,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,19,-18,38,170,297,0,160,672
102,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
103,63927ae22c578993a2cd482d,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
104,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
105,63927ae22c578993a2cd482b,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
106,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
107,63927ae22c578993a2cd4829,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-59,19,-18,37,170,297,0,160,672
108,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
109,63927ae22c578993a2cd4827,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,19,-18,37,170,297,0,160,672
110,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
111,63927ae22c578993a2cd4825,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,19,-18,38,170,297,0,160,672
112,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
113,63927ae22c578993a2cd4823,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,19,-18,38,170,297,0,160,672
114,63927ae32c578993a2cd50c1,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,657
115,63927ae22c578993a2cd4821,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,621
116,63927ae32c578993a2cd50c0,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
117,63927ae22c578993a2cd4848,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,621
118,63927ae32c578993a2cd50c0,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
119,63927ae22c578993a2cd4844,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,20,-18,37,170,297,0,160,621
120,63927ae32c578993a2cd50c0,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
121,63927ae22c578993a2cd4840,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,19,-18,38,170,297,0,160,672
122,63927ae32c578993a2cd50c0,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
123,63927ae22c578993a2cd483c,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
124,63927ae32c578993a2cd50c0,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
125,63927ae22c578993a2cd4838,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,19,-18,37,170,297,0,160,672
126,63927ae32c578993a2cd50c0,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
127,63927ae22c578993a2cd4834,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,19,-18,38,170,297,0,160,672
128,63927ae32c578993a2cd50c0,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
129,63927ae22c578993a2cd4830,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
130,63927ae32c578993a2cd50c0,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
131,63927ae22c578993a2cd482c,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-63,19,-18,37,170,297,0,160,672
132,63927ae32c578993a2cd50c0,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
133,63927ae22c578993a2cd4828,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,19,-18,38,170,297,0,160,672
134,63927ae32c578993a2cd50c0,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-18,38,170,224,0,160,707
135,63927ae22c578993a2cd4824,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
136,63927ae32c578993a2cd50bf,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,707
137,63927ae22c578993a2cd4846,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,20,-18,37,170,297,0,160,621
138,63927ae32c578993a2cd50bf,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,707
139,63927ae22c578993a2cd483e,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
140,63927ae32c578993a2cd50bf,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,707
141,63927ae22c578993a2cd4836,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,19,-18,38,170,297,0,160,672
142,63927ae32c578993a2cd50bf,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,707
143,63927ae22c578993a2cd482e,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,19,-18,37,170,297,0,160,672
144,63927ae32c578993a2cd50bf,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-18,37,170,224,0,160,707
145,63927ae22c578993a2cd4826,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
146,63927ae32c578993a2cd50be,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,707
147,63927ae22c578993a2cd4842,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-56,19,-18,38,170,297,0,160,672
148,63927ae32c578993a2cd50be,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,707
149,63927ae22c578993a2cd4832,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,19,-18,39,170,297,0,160,672
150,63927ae32c578993a2cd50be,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,6,-18,39,170,224,0,160,707
151,63927ae22c578993a2cd4822,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,19,-18,37,170,297,0,160,672
152,63927ae32c578993a2cd50bd,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,6,-20,38,170,224,0,160,707
153,63927ae22c578993a2cd483a,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,19,-18,37,170,297,0,160,672
154,63927ae32c578993a2cd50bc,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,6,-20,37,170,224,0,160,707
155,63927ae22c578993a2cd482a,2022/12/05/ 03:54:20,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,19,-18,38,170,297,0,160,672
156,63927ae32c578993a2cd509a,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,4,-18,38,170,224,0,160,616
157,63927ae22c578993a2cd4820,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,20,-18,37,170,297,0,160,545
158,63927ae32c578993a2cd509a,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,4,-18,38,170,224,0,160,616
159,63927ae22c578993a2cd481e,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-57,20,-18,38,170,297,0,160,545
160,63927ae32c578993a2cd509a,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,4,-18,38,170,224,0,160,616
161,63927ae22c578993a2cd481c,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,545
162,63927ae32c578993a2cd509a,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,4,-18,38,170,224,0,160,616
163,63927ae22c578993a2cd481a,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,545
164,63927ae32c578993a2cd509a,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,4,-18,38,170,224,0,160,616
165,63927ae22c578993a2cd4818,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-58,20,-18,39,170,297,0,160,545
166,63927ae32c578993a2cd509a,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,4,-18,38,170,224,0,160,616
167,63927ae22c578993a2cd4816,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,20,-18,37,170,297,0,160,545
168,63927ae32c578993a2cd509a,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,4,-18,38,170,224,0,160,616
169,63927ae22c578993a2cd4814,2022/12/05/ 03:54:19,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,20,-18,37,170,297,0,160,545
