Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 18:52:09,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-38,-30,0,37,1,134,65,100,0
2022/09/27/ 18:52:10,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-31,0,38,1,134,65,100,0
2022/09/27/ 18:52:10,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-31,0,38,1,134,65,100,0
2022/09/27/ 18:52:11,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-31,0,39,1,134,65,100,0
2022/09/27/ 18:52:11,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-38,-31,0,37,1,134,65,100,0
2022/09/27/ 18:52:12,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-31,0,38,1,134,65,100,0
2022/09/27/ 18:52:12,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-38,-31,0,37,1,134,65,100,0
2022/09/27/ 18:52:13,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-31,0,38,1,134,65,100,0
2022/09/27/ 18:52:13,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,39,1,134,65,100,0
2022/09/27/ 18:52:14,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-63,-38,-31,0,37,1,134,65,100,0
2022/09/27/ 18:52:14,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-31,0,39,1,134,65,100,0
2022/09/27/ 18:52:14,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,38,1,134,65,100,0
2022/09/27/ 18:52:15,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,39,1,134,65,100,0
2022/09/27/ 18:52:15,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-38,-30,0,37,1,134,65,100,0
2022/09/27/ 18:52:16,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,38,1,134,65,100,0
2022/09/27/ 18:52:16,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-38,-30,0,37,1,134,65,100,0
2022/09/27/ 18:52:17,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,38,1,134,65,100,0
2022/09/27/ 18:52:17,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,39,1,134,65,100,0
2022/09/27/ 18:52:18,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-38,-30,0,37,1,134,65,100,0
2022/09/27/ 18:52:18,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,38,1,134,65,100,0
2022/09/27/ 18:52:18,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-38,-30,0,37,1,134,65,100,0
2022/09/27/ 18:52:19,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,38,1,134,65,100,0
2022/09/27/ 18:52:19,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,39,1,134,65,100,0
2022/09/27/ 18:52:20,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-61,-38,-30,0,37,1,134,65,100,0
2022/09/27/ 18:52:20,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,39,1,134,65,100,0
2022/09/27/ 18:52:21,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-38,-30,0,37,1,134,65,100,0
2022/09/27/ 18:52:21,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,38,1,134,65,100,0
2022/09/27/ 18:52:22,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,39,1,134,65,100,0
2022/09/27/ 18:52:22,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,38,1,134,65,100,0
2022/09/27/ 18:52:23,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-38,-30,0,37,1,134,65,100,0
2022/09/27/ 18:52:23,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,38,1,134,65,100,0
2022/09/27/ 18:52:23,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,39,1,134,65,100,0
2022/09/27/ 18:52:24,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,38,1,134,65,100,0
2022/09/27/ 18:52:24,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,39,1,134,65,100,0
2022/09/27/ 18:52:25,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-38,-30,0,37,1,134,65,100,0
2022/09/27/ 18:52:25,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,38,1,134,65,100,0
2022/09/27/ 18:52:26,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-38,-30,0,37,1,134,65,100,0
2022/09/27/ 18:52:26,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,38,1,134,65,100,0
2022/09/27/ 18:52:27,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-38,-30,0,39,1,134,65,100,0
2022/09/27/ 18:52:27,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-63,-38,-30,0,37,1,134,65,100,0
