Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 20:04:33,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-30,-30,0,37,1,134,88,100,0
2022/09/27/ 20:04:33,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-30,-30,0,38,1,134,88,100,0
2022/09/27/ 20:04:33,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-30,-30,0,39,1,134,88,100,0
2022/09/27/ 20:04:34,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-30,-30,0,38,1,134,88,100,0
2022/09/27/ 20:04:34,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-31,-31,0,38,1,134,88,100,0
2022/09/27/ 20:04:35,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-31,-30,0,39,1,134,88,100,0
2022/09/27/ 20:04:35,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-31,-30,0,38,1,134,88,100,0
2022/09/27/ 20:04:36,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-30,0,37,1,134,88,100,0
2022/09/27/ 20:04:36,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-31,-30,0,38,1,134,88,100,0
2022/09/27/ 20:04:37,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-58,-31,-31,0,37,1,134,88,100,0
2022/09/27/ 20:04:37,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-31,-31,0,38,1,134,88,100,0
2022/09/27/ 20:04:38,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-52,-31,-31,0,39,1,134,88,100,0
2022/09/27/ 20:04:38,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-31,-30,0,38,1,134,88,100,0
