Hora,Antena,Iden_tag,RSSI,Ang_azimuth,Ang_elevacion,RSSI_2,Canal,"LOS(si=1,no=0)",Altura_ant(cm),Distancia_entre_ant_tag(cm),Altura_tag(cm),Error_dato_medido
2022/09/27/ 19:26:04,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-40,-30,0,37,1,134,72,100,0
2022/09/27/ 19:26:04,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-40,-30,0,38,1,134,72,100,0
2022/09/27/ 19:26:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-40,-30,0,39,1,134,72,100,0
2022/09/27/ 19:26:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-39,-30,0,37,1,134,72,100,0
2022/09/27/ 19:26:05,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-39,-30,0,39,1,134,72,100,0
2022/09/27/ 19:26:06,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-59,-40,-30,0,37,1,134,72,100,0
2022/09/27/ 19:26:06,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-55,-39,-30,0,38,1,134,72,100,0
2022/09/27/ 19:26:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-56,-40,-30,0,39,1,134,72,100,0
2022/09/27/ 19:26:07,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-40,-30,0,37,1,134,72,100,0
2022/09/27/ 19:26:08,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-54,-40,-30,0,39,1,134,72,100,0
2022/09/27/ 19:26:08,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-60,-40,-30,0,37,1,134,72,100,0
2022/09/27/ 19:26:09,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-40,-26,0,38,1,134,72,100,0
2022/09/27/ 19:26:09,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-40,-26,0,37,1,134,72,100,0
2022/09/27/ 19:26:09,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-40,-26,0,38,1,134,72,100,0
2022/09/27/ 19:26:10,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-57,-39,-26,0,37,1,134,72,100,0
2022/09/27/ 19:26:10,PID=0403:6015 SER=D200BZVHA,:CCF957966B2C,-53,-39,-26,0,38,1,134,72,100,0
