,hora,Id_tag,Id_Ant,RSSI,Ang_azimuth,Ang_elevacion,Canal,Altura_ant(cm),Distancia_entre_ant_tag(cm),Error_dato_medido,Distancia_entre_ant
0,2022/12/05/ 22:30:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-16,-2,37,170,190,0,160
1,2022/12/05/ 22:30:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-16,-1,37,170,190,0,160
2,2022/12/05/ 22:30:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-16,-2,38,170,190,0,160
3,2022/12/05/ 22:30:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-16,-1,37,170,190,0,160
4,2022/12/05/ 22:30:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-17,-1,37,170,190,0,160
5,2022/12/05/ 22:30:36,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-17,-1,38,170,190,0,160
6,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-17,-1,37,170,190,0,160
7,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-17,-1,37,170,190,0,160
8,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-17,-1,38,170,190,0,160
9,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-17,-1,37,170,190,0,160
10,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-17,0,37,170,190,0,160
11,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-9,-19,38,170,190,0,160
12,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-69,-10,-18,37,170,190,0,160
13,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-68,-10,-18,37,170,190,0,160
14,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-67,-11,-11,37,170,190,0,160
15,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-11,-11,37,170,190,0,160
16,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-12,-10,37,170,190,0,160
17,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-11,38,170,190,0,160
18,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-11,-10,37,170,190,0,160
19,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,-11,-10,37,170,190,0,160
20,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-10,38,170,190,0,160
21,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,-12,-9,37,170,190,0,160
22,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,-12,-9,37,170,190,0,160
23,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-12,-9,38,170,190,0,160
24,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,-12,-9,37,170,190,0,160
25,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-12,-9,38,170,190,0,160
26,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,-12,-9,37,170,190,0,160
27,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-12,-9,38,170,190,0,160
28,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-12,-9,37,170,190,0,160
29,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-12,-9,38,170,190,0,160
30,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-69,-12,-9,37,170,190,0,160
31,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-12,-9,37,170,190,0,160
32,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-12,-9,38,170,190,0,160
33,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-12,-9,37,170,190,0,160
34,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-12,-9,37,170,190,0,160
35,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-12,-9,38,170,190,0,160
36,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-12,-9,37,170,190,0,160
37,2022/12/05/ 22:30:37,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-12,-9,38,170,190,0,160
38,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-12,-9,38,170,190,0,160
39,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-12,-9,37,170,190,0,160
40,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-12,-9,38,170,190,0,160
41,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-9,38,170,190,0,160
42,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-69,-11,-9,37,170,190,0,160
43,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-9,38,170,190,0,160
44,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-11,-9,37,170,190,0,160
45,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-11,-9,37,170,190,0,160
46,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-9,38,170,190,0,160
47,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-12,38,170,190,0,160
48,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-66,-11,-12,37,170,190,0,160
49,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-12,38,170,190,0,160
50,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-67,-11,-12,37,170,190,0,160
51,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-61,-11,-12,38,170,190,0,160
52,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-67,-11,-12,37,170,190,0,160
53,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-12,38,170,190,0,160
54,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-67,-11,-12,37,170,190,0,160
55,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-12,38,170,190,0,160
56,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-19,38,170,190,0,160
57,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-67,-11,-19,37,170,190,0,160
58,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-19,38,170,190,0,160
59,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-67,-11,-19,37,170,190,0,160
60,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-9,-19,38,170,190,0,160
61,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-67,-11,-19,37,170,190,0,160
62,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-67,-11,-19,37,170,190,0,160
63,2022/12/05/ 22:30:38,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-9,-19,38,170,190,0,160
64,2022/12/05/ 22:30:39,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-9,-19,38,170,190,0,160
65,2022/12/05/ 22:30:39,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,-9,-19,37,170,190,0,160
66,2022/12/05/ 22:30:39,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-9,-19,38,170,190,0,160
67,2022/12/05/ 22:30:39,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-64,-11,-19,37,170,190,0,160
68,2022/12/05/ 22:30:39,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-67,-11,-19,37,170,190,0,160
69,2022/12/05/ 22:30:39,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-19,38,170,190,0,160
70,2022/12/05/ 22:30:39,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,-11,-19,37,170,190,0,160
71,2022/12/05/ 22:30:39,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-59,-11,-19,38,170,190,0,160
72,2022/12/05/ 22:30:39,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-65,-11,-19,37,170,190,0,160
73,2022/12/05/ 22:30:39,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-60,-11,-19,38,170,190,0,160
74,2022/12/05/ 22:30:39,:CCF957966AC9,PID=0403:6015 SER=D200BZVHA,-62,-11,-19,39,170,190,0,160
