,hora,Id_tag,Id_Ant,RSSI,Ang_azimuth,Ang_elevacion,Canal,Altura_ant(cm),Distancia_entre_ant_tag(cm),Error_dato_medido,Distancia_entre_ant
0,2022/12/05/ 08:46:10,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-59,-34,-10,39,170,190,1,160
1,2022/12/05/ 08:46:10,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-73,-34,-10,37,170,190,1,160
2,2022/12/05/ 08:46:10,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,-34,-10,39,170,190,1,160
3,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-73,-34,-10,37,170,190,1,160
4,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,-34,-10,39,170,190,1,160
5,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,-34,-10,37,170,190,1,160
6,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,-34,-10,39,170,190,1,160
7,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,-34,-10,37,170,190,1,160
8,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,-34,-10,39,170,190,1,160
9,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,-34,-10,37,170,190,1,160
10,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-63,-24,-56,39,170,190,1,160
11,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-71,-24,-56,37,170,190,1,160
12,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-24,-56,39,170,190,1,160
13,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-72,-24,-56,37,170,190,1,160
14,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-24,-56,39,170,190,1,160
15,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-24,-56,39,170,190,1,160
16,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,-24,-56,37,170,190,1,160
17,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-24,-56,39,170,190,1,160
18,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-75,-24,-56,37,170,190,1,160
19,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-62,-24,-56,39,170,190,1,160
20,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-73,-24,-54,37,170,190,1,160
21,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,-24,-54,39,170,190,1,160
22,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-72,-24,-54,37,170,190,1,160
23,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-72,-24,46,37,170,190,1,160
24,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,-24,46,39,170,190,1,160
25,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-73,-24,46,37,170,190,1,160
26,2022/12/05/ 08:46:11,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,-24,46,38,170,190,1,160
27,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,-24,46,39,170,190,1,160
28,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-73,-24,46,37,170,190,1,160
29,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-66,-26,46,39,170,190,1,160
30,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-73,-26,46,37,170,190,1,160
31,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-76,-26,46,38,170,190,1,160
32,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-66,-26,46,39,170,190,1,160
33,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-73,-26,46,37,170,190,1,160
34,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-76,-26,46,38,170,190,1,160
35,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,-26,46,39,170,190,1,160
36,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,-26,46,37,170,190,1,160
37,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-75,-26,44,38,170,190,1,160
38,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,-26,44,39,170,190,1,160
39,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-75,-28,42,37,170,190,1,160
40,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,-28,42,39,170,190,1,160
41,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-78,-30,40,37,170,190,1,160
42,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-73,-30,40,38,170,190,1,160
43,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-63,-30,40,39,170,190,1,160
44,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-85,-30,40,37,170,190,1,160
45,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-73,-30,40,38,170,190,1,160
46,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-62,-30,40,39,170,190,1,160
47,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-72,-30,40,38,170,190,1,160
48,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-30,40,39,170,190,1,160
49,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-85,-30,38,37,170,190,1,160
50,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,-30,38,38,170,190,1,160
51,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-30,38,39,170,190,1,160
52,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-78,-30,38,37,170,190,1,160
53,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-67,-30,38,38,170,190,1,160
54,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-30,38,39,170,190,1,160
55,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-77,-30,38,37,170,190,1,160
56,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-67,-30,38,38,170,190,1,160
57,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-59,-30,38,39,170,190,1,160
58,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-75,-30,38,37,170,190,1,160
59,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-69,-30,38,38,170,190,1,160
60,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-59,-36,38,39,170,190,1,160
61,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,-36,36,37,170,190,1,160
62,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-71,-38,36,38,170,190,1,160
63,2022/12/05/ 08:46:12,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-60,-38,36,39,170,190,1,160
64,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-76,-38,36,37,170,190,1,160
65,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,-38,36,38,170,190,1,160
66,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,-38,36,37,170,190,1,160
67,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-77,-38,36,38,170,190,1,160
68,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-63,-38,36,39,170,190,1,160
69,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,-38,38,38,170,190,1,160
70,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-63,-38,38,39,170,190,1,160
71,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-84,-38,38,37,170,190,1,160
72,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-80,-38,38,38,170,190,1,160
73,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-63,-38,38,39,170,190,1,160
74,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-83,-36,38,37,170,190,1,160
75,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-82,-34,38,38,170,190,1,160
76,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-63,20,40,39,170,190,1,160
77,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-82,20,40,37,170,190,1,160
78,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-86,20,40,38,170,190,1,160
79,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-63,20,40,39,170,190,1,160
80,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-83,6,40,37,170,190,1,160
81,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-85,6,40,38,170,190,1,160
82,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-63,6,40,39,170,190,1,160
83,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-79,6,40,37,170,190,1,160
84,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,10,40,38,170,190,1,160
85,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,10,40,39,170,190,1,160
86,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-75,14,42,37,170,190,1,160
87,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,14,42,38,170,190,1,160
88,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-63,36,42,39,170,190,1,160
89,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-72,36,42,37,170,190,1,160
90,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-69,38,42,38,170,190,1,160
91,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-62,38,42,39,170,190,1,160
92,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-71,38,42,37,170,190,1,160
93,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-68,38,42,38,170,190,1,160
94,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,38,42,39,170,190,1,160
95,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,36,42,37,170,190,1,160
96,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,36,40,39,170,190,1,160
97,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,14,40,37,170,190,1,160
98,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-69,14,40,38,170,190,1,160
99,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,10,36,39,170,190,1,160
100,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-71,8,36,37,170,190,1,160
101,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,6,36,39,170,190,1,160
102,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-71,6,36,37,170,190,1,160
103,2022/12/05/ 08:46:13,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-69,6,34,38,170,190,1,160
104,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-62,-50,34,39,170,190,1,160
105,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-71,-52,32,37,170,190,1,160
106,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-69,-54,32,38,170,190,1,160
107,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-63,-54,32,39,170,190,1,160
108,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-72,-54,32,37,170,190,1,160
109,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,-54,32,38,170,190,1,160
110,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,-54,32,39,170,190,1,160
111,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-73,-54,32,37,170,190,1,160
112,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-70,-54,32,38,170,190,1,160
113,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,-54,32,39,170,190,1,160
114,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-73,-54,32,37,170,190,1,160
115,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-71,-54,32,38,170,190,1,160
116,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,-54,32,39,170,190,1,160
117,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,-54,32,37,170,190,1,160
118,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-71,-54,32,38,170,190,1,160
119,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,-52,32,39,170,190,1,160
120,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,-52,34,37,170,190,1,160
121,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-71,-52,36,38,170,190,1,160
122,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,-50,36,39,170,190,1,160
123,2022/12/05/ 08:46:14,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-75,-46,36,37,170,190,1,160
