,hora,Id_tag,Id_Ant,RSSI,Ang_azimuth,Ang_elevacion,Canal,Altura_ant(cm),Distancia_entre_ant_tag(cm),Error_dato_medido,Distancia_entre_ant
0,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-56,-30,-38,39,170,161,1,160
1,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-62,-30,-38,38,170,161,1,160
2,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-56,-30,-40,39,170,161,1,160
3,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-75,-34,-40,37,170,161,1,160
4,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-63,-36,-40,38,170,161,1,160
5,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,-36,-40,38,170,161,1,160
6,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-56,-36,-40,39,170,161,1,160
7,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-75,-36,-40,37,170,161,1,160
8,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-58,-38,-40,39,170,161,1,160
9,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-74,-38,-40,37,170,161,1,160
10,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-65,-38,-40,38,170,161,1,160
11,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-42,52,38,170,161,1,160
12,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,-42,52,39,170,161,1,160
13,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-42,52,38,170,161,1,160
14,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,-42,52,39,170,161,1,160
15,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-69,-42,52,37,170,161,1,160
16,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-42,52,38,170,161,1,160
17,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-69,-42,52,37,170,161,1,160
18,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-42,52,38,170,161,1,160
19,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,-42,52,39,170,161,1,160
20,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-42,52,38,170,161,1,160
21,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-64,-42,52,39,170,161,1,160
22,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-68,-42,52,37,170,161,1,160
23,2022/12/05/ 20:42:26,:CCF957966AC9,PID=0403:6015 SER=D200C017A,-61,-42,52,38,170,161,1,160
