Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visión libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medición
2022/09/22/ 14:24:53,+UUDF:CCF957966B2C,:CCF957966B2C,-54,2,-11,0,39,1,134,150,100,0
2022/09/22/ 14:24:54,+UUDF:CCF957966B2C,:CCF957966B2C,-58,1,-11,0,38,1,134,150,100,0
2022/09/22/ 14:24:54,+UUDF:CCF957966B2C,:CCF957966B2C,-54,1,-11,0,39,1,134,150,100,0
2022/09/22/ 14:24:55,+UUDF:CCF957966B2C,:CCF957966B2C,-57,7,-11,0,38,1,134,150,100,0
2022/09/22/ 14:24:56,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-11,0,39,1,134,150,100,0
2022/09/22/ 14:24:56,+UUDF:CCF957966B2C,:CCF957966B2C,-56,7,-10,0,39,1,134,150,100,0
2022/09/22/ 14:24:56,+UUDF:CCF957966B2C,:CCF957966B2C,-57,7,-11,0,38,1,134,150,100,0
2022/09/22/ 14:24:57,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-10,0,39,1,134,150,100,0
2022/09/22/ 14:24:57,+UUDF:CCF957966B2C,:CCF957966B2C,-57,7,-11,0,38,1,134,150,100,0
2022/09/22/ 14:24:58,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-10,0,39,1,134,150,100,0
2022/09/22/ 14:24:58,+UUDF:CCF957966B2C,:CCF957966B2C,-57,7,-10,0,38,1,134,150,100,0
2022/09/22/ 14:24:59,+UUDF:CCF957966B2C,:CCF957966B2C,-54,6,-11,0,39,1,134,150,100,0
2022/09/22/ 14:25:00,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-11,0,39,1,134,150,100,0
2022/09/22/ 14:25:00,+UUDF:CCF957966B2C,:CCF957966B2C,-58,1,-11,0,38,1,134,150,100,0
2022/09/22/ 14:25:00,+UUDF:CCF957966B2C,:CCF957966B2C,-56,7,-11,0,39,1,134,150,100,0
2022/09/22/ 14:25:01,+UUDF:CCF957966B2C,:CCF957966B2C,-57,1,-11,0,38,1,134,150,100,0
2022/09/22/ 14:25:01,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-11,0,39,1,134,150,100,0
2022/09/22/ 14:25:02,+UUDF:CCF957966B2C,:CCF957966B2C,-57,1,-11,0,38,1,134,150,100,0
2022/09/22/ 14:25:02,+UUDF:CCF957966B2C,:CCF957966B2C,-54,1,-11,0,39,1,134,150,100,0
2022/09/22/ 14:25:03,+UUDF:CCF957966B2C,:CCF957966B2C,-57,7,-11,0,38,1,134,150,100,0
2022/09/22/ 14:25:04,+UUDF:CCF957966B2C,:CCF957966B2C,-56,7,-11,0,39,1,134,150,100,0
2022/09/22/ 14:25:04,+UUDF:CCF957966B2C,:CCF957966B2C,-57,7,-11,0,38,1,134,150,100,0
2022/09/22/ 14:25:05,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-11,0,39,1,134,150,100,0
2022/09/22/ 14:25:05,+UUDF:CCF957966B2C,:CCF957966B2C,-57,7,-11,0,38,1,134,150,100,0
2022/09/22/ 14:25:05,+UUDF:CCF957966B2C,:CCF957966B2C,-56,7,-11,0,39,1,134,150,100,0
2022/09/22/ 14:25:06,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-11,0,39,1,134,150,100,0
2022/09/22/ 14:25:06,+UUDF:CCF957966B2C,:CCF957966B2C,-57,7,-11,0,38,1,134,150,100,0
2022/09/22/ 14:25:07,+UUDF:CCF957966B2C,:CCF957966B2C,-54,7,-11,0,39,1,134,150,100,0
2022/09/22/ 14:25:07,+UUDF:CCF957966B2C,:CCF957966B2C,-57,6,-10,0,38,1,134,150,100,0
2022/09/22/ 14:25:08,+UUDF:CCF957966B2C,:CCF957966B2C,-57,1,-11,0,38,1,134,150,100,0
