Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visi�n libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medici�n
2022/09/20/ 00:54:22,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-7,-1,0,37,1,134,120,130,0
2022/09/20/ 00:54:23,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-7,-1,0,38,1,134,120,130,0
2022/09/20/ 00:54:23,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-7,-1,0,39,1,134,120,130,0
2022/09/20/ 00:54:24,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-7,-1,0,37,1,134,120,130,0
2022/09/20/ 00:54:24,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-7,-2,0,37,1,134,120,130,0
2022/09/20/ 00:54:25,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-7,-2,0,38,1,134,120,130,0
2022/09/20/ 00:54:25,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-7,-2,0,39,1,134,120,130,0
2022/09/20/ 00:54:26,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-7,-2,0,37,1,134,120,130,0
2022/09/20/ 00:54:26,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-7,-2,0,38,1,134,120,130,0
2022/09/20/ 00:54:27,+UUDF:CCF957966B2C,:CCF957966B2C,-51,-7,-2,0,39,1,134,120,130,0
2022/09/20/ 00:54:27,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-7,-2,0,37,1,134,120,130,0
2022/09/20/ 00:54:28,+UUDF:CCF957966B2C,:CCF957966B2C,-61,-7,-1,0,38,1,134,120,130,0
2022/09/20/ 00:54:28,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-7,-2,0,38,1,134,120,130,0
2022/09/20/ 00:54:29,+UUDF:CCF957966B2C,:CCF957966B2C,-51,-7,-2,0,39,1,134,120,130,0
2022/09/20/ 00:54:29,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-7,-2,0,37,1,134,120,130,0
2022/09/20/ 00:54:30,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-7,-2,0,38,1,134,120,130,0
2022/09/20/ 00:54:30,+UUDF:CCF957966B2C,:CCF957966B2C,-51,-7,-2,0,39,1,134,120,130,0
2022/09/20/ 00:54:31,+UUDF:CCF957966B2C,:CCF957966B2C,-58,-7,-2,0,37,1,134,120,130,0
2022/09/20/ 00:54:31,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-7,-2,0,38,1,134,120,130,0
2022/09/20/ 00:54:32,+UUDF:CCF957966B2C,:CCF957966B2C,-50,-7,-2,0,39,1,134,120,130,0
2022/09/20/ 00:54:33,+UUDF:CCF957966B2C,:CCF957966B2C,-60,-7,-1,0,38,1,134,120,130,0
