Hora,Antena,iden.Tag,RSSI_1,Ang.Azimuth,Ang.Elevacion,RSSI_2,Canal,"Linea de visión libre(si=1, no=0)","altura de la antena, respecto del nivel del suelo",Distancia entre antena con el tag en cm,Distancia entre el suelo con el tag en cm,Existe un error en la medición
2022/09/19/ 03:40:00,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:01,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-12,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:01,+UUDF:CCF957966B2C,:CCF957966B2C,-52,-12,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:01,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-12,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:02,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:02,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-12,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:03,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:04,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-13,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:04,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-13,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:05,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-13,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:05,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-13,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:06,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-13,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:06,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-13,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:07,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-13,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:07,+UUDF:CCF957966B2C,:CCF957966B2C,-54,-13,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:08,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-13,-1,0,37,1,134,90,130,0
2022/09/19/ 03:40:09,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-11,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:09,+UUDF:CCF957966B2C,:CCF957966B2C,-52,-12,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:09,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-12,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:10,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:10,+UUDF:CCF957966B2C,:CCF957966B2C,-54,-12,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:11,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-11,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:11,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:12,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-12,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:13,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-11,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:13,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:14,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:14,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-11,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:15,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:15,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:16,+UUDF:CCF957966B2C,:CCF957966B2C,-56,-11,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:16,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:17,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:17,+UUDF:CCF957966B2C,:CCF957966B2C,-54,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:18,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-11,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:18,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:19,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:19,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:20,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:20,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-11,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:21,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,0,0,"3
",1,134,90,130,0
2022/09/19/ 03:40:21,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:22,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-11,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:22,+UUDF:CCF957966B2C,:CCF957966B2C,-54,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:23,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-11,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:23,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:24,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:24,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:24,+UUDF:CCF957966B2C,:CCF957966B2C,-53,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:25,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-11,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:26,+UUDF:CCF957966B2C,:CCF957966B2C,-54,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:26,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-10,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:27,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-10,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:27,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-10,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:28,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-10,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:28,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-10,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:29,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-10,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:29,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-10,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:30,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:31,+UUDF:CCF957966B2C,:CCF957966B2C,-54,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:31,+UUDF:CCF957966B2C,:CCF957966B2C,-47,-11,0,0,39,1,134,90,130,0
2022/09/19/ 03:40:32,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,0,0,37,1,134,90,130,0
2022/09/19/ 03:40:32,+UUDF:CCF957966B2C,:CCF957966B2C,-54,-11,0,0,38,1,134,90,130,0
2022/09/19/ 03:40:32,+UUDF:CCF957966B2C,:CCF957966B2C,-55,-11,0,0,37,1,134,90,130,0
